N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.04740822,1.082612,-0.1239468,0.7645493,-0.4530453,-0.4000084,0.2240709
0.04728603,1.082608,-0.1240278,0.7642596,-0.4533017,-0.3999828,0.2245856
0.04732347,1.082585,-0.124073,0.7642323,-0.4532132,-0.3998737,0.2250505
0.04747903,1.082592,-0.12413,0.7642021,-0.4529958,-0.3996315,0.2260191
0.04742658,1.08257,-0.1240534,0.763998,-0.4532947,-0.3994265,0.2264717
0.04740953,1.082638,-0.1238419,0.7638743,-0.4540527,-0.3984859,0.227027
0.047212,1.08268,-0.1237897,0.7635857,-0.4548693,-0.3978856,0.2274158
0.04707432,1.082829,-0.1235756,0.7632712,-0.455529,-0.3974134,0.2279759
0.04707432,1.082829,-0.1235756,0.7632712,-0.455529,-0.3974134,0.2279759
0.04674661,1.082947,-0.1225898,0.7622421,-0.4586011,-0.3948327,0.2297373
0.04658175,1.082883,-0.1223369,0.761737,-0.4597315,-0.3940757,0.2304517
0.046399,1.082883,-0.1220917,0.7611182,-0.4609253,-0.3934387,0.2311994
0.04615927,1.082924,-0.1217423,0.7603155,-0.4623241,-0.3927456,0.2322236
0.04586089,1.082937,-0.1208364,0.7586207,-0.4655712,-0.3906678,0.2347695
0.04563022,1.082862,-0.1205527,0.7577239,-0.4671268,-0.389866,0.235906
0.04522491,1.082894,-0.1202885,0.7559478,-0.4700021,-0.3886093,0.2379577
0.04515183,1.082975,-0.1200839,0.7551383,-0.4714948,-0.3877167,0.2390283
0.04508567,1.083223,-0.1193388,0.7532926,-0.4751827,-0.3850801,0.2417958
0.04498577,1.083266,-0.1187386,0.7521088,-0.4775238,-0.3833784,0.2435664
0.04424298,1.083539,-0.1175028,0.7487597,-0.4830042,-0.3805431,0.2474928
0.04290009,1.083726,-0.1155066,0.7438179,-0.49073,-0.3772877,0.2521368
0.04178166,1.083726,-0.1133641,0.7385719,-0.49872,-0.3734357,0.2575573
0.04178166,1.083726,-0.1133641,0.7385719,-0.49872,-0.3734357,0.2575573
0.04063606,1.083982,-0.1118352,0.7331223,-0.5060102,-0.3707503,0.2627346
0.0394311,1.084602,-0.1104206,0.7274054,-0.5132245,-0.3682933,0.2680336
0.03914821,1.084742,-0.1095311,0.7246549,-0.5168542,-0.366497,0.2709559
0.03850472,1.085354,-0.1079904,0.7191265,-0.5233299,-0.3634989,0.2772211
0.03850472,1.085354,-0.1079904,0.7191265,-0.5233299,-0.3634989,0.2772211
0.03811884,1.085661,-0.1069821,0.7159208,-0.5270682,-0.3617653,0.2806821
0.03752339,1.086338,-0.1047772,0.7095027,-0.5346551,-0.3574112,0.2881095
0.03690886,1.086882,-0.1031281,0.7032271,-0.5418678,-0.3535793,0.2946738
0.03632212,1.087517,-0.1015906,0.6967843,-0.5488762,-0.3500086,0.3011985
0.03581786,1.088297,-0.09992629,0.6905238,-0.5559871,-0.3456454,0.307546
0.03581786,1.088297,-0.09992629,0.6905238,-0.5559871,-0.3456454,0.307546
0.0355643,1.089037,-0.09855866,0.6848084,-0.5625458,-0.3409897,0.3135376
0.0348103,1.089954,-0.09674692,0.6781957,-0.569801,-0.336311,0.3198005
0.0348103,1.089954,-0.09674692,0.6781957,-0.569801,-0.336311,0.3198005
0.03402627,1.090648,-0.09496039,0.6716815,-0.5769096,-0.3313168,0.3259578
