N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
-0.07812452,1.146837,-0.03252006,0.2050392,-0.4498591,-0.5178888,0.6981238
-0.07790613,1.146797,-0.0325945,0.2052718,-0.4494554,-0.5180064,0.6982284
-0.07766676,1.146696,-0.03271836,0.2054183,-0.4488977,-0.5181258,0.6984554
-0.07748556,1.146407,-0.03307307,0.2055977,-0.4478112,-0.5190991,0.6983774
-0.07749724,1.145951,-0.0336051,0.2066461,-0.4471794,-0.5201902,0.6976605
-0.07749724,1.145951,-0.0336051,0.2066461,-0.4471794,-0.5201902,0.6976605
-0.07749903,1.14576,-0.03382707,0.2072018,-0.4472502,-0.5204487,0.6972574
-0.07784784,1.145662,-0.03384542,0.2077973,-0.4485674,-0.5206335,0.696095
-0.07796788,1.146219,-0.03328109,0.2078919,-0.4509073,-0.5191864,0.6956357
-0.07796788,1.146219,-0.03328109,0.2078919,-0.4509073,-0.5191864,0.6956357
-0.07856059,1.146634,-0.03260124,0.2083237,-0.453867,-0.5180414,0.6944343
-0.07902431,1.146651,-0.03237474,0.2102622,-0.456234,-0.5169605,0.6931034
-0.07938612,1.146295,-0.0322507,0.2118512,-0.457655,-0.5161835,0.6922612
-0.08073747,1.145908,-0.03265518,0.2162123,-0.4610671,-0.5160624,0.6887299
-0.08114195,1.145611,-0.03296041,0.2190949,-0.4628323,-0.515525,0.6870354
-0.08224082,1.145088,-0.033786,0.2257888,-0.4668052,-0.5142452,0.6831282
-0.08282554,1.144893,-0.03409761,0.2296542,-0.4695818,-0.5130165,0.6808568
-0.08357191,1.144759,-0.03425062,0.233502,-0.4731539,-0.5115137,0.6782005
-0.08595455,1.144941,-0.03423429,0.2433714,-0.4838011,-0.5067645,0.6707434
-0.08595455,1.144941,-0.03423429,0.2433714,-0.4838011,-0.5067645,0.6707434
-0.0874505,1.145055,-0.03384542,0.2504458,-0.4912976,-0.5023602,0.6659863
-0.08866441,1.145303,-0.03351402,0.2581436,-0.4993761,-0.497024,0.6610239
-0.08866441,1.145303,-0.03351402,0.2581436,-0.4993761,-0.497024,0.6610239
-0.08883572,1.145438,-0.03304142,0.2652627,-0.5053895,-0.4906192,0.6584147
-0.08999479,1.145609,-0.03246886,0.2722882,-0.5128207,-0.4848245,0.654079
-0.09064817,1.145877,-0.03220087,0.2755503,-0.5169079,-0.4817717,0.6517471
-0.0913955,1.146031,-0.03168672,0.278246,-0.5212469,-0.4786642,0.6494316
-0.0940938,1.146609,-0.03038996,0.2820807,-0.5311753,-0.4735565,0.6434496
-0.09572423,1.147108,-0.02969265,0.2837602,-0.5366869,-0.4708936,0.6400834
-0.09875524,1.14798,-0.02827513,0.2882407,-0.5481411,-0.4642549,0.6331872
-0.1001636,1.148323,-0.027749,0.2912683,-0.5538263,-0.4604547,0.6296195
-0.102568,1.148864,-0.02692759,0.2984724,-0.5649416,-0.4520031,0.6224536
-0.1047273,1.149145,-0.02646631,0.3073058,-0.5754382,-0.4427056,0.6151795
-0.1047273,1.149145,-0.02646631,0.3073058,-0.5754382,-0.4427056,0.6151795
-0.1058241,1.149183,-0.026375,0.312393,-0.580919,-0.437729,0.6110131
-0.1084855,1.149148,-0.02656722,0.3232891,-0.5923876,-0.4279046,0.6012145
-0.111082,1.149087,-0.0271281,0.3346745,-0.6032816,-0.4179797,0.5910476
-0.1121398,1.14905,-0.02743644,0.3407745,-0.6083542,-0.4125526,0.5861556
-0.1147233,1.149243,-0.0279783,0.3522263,-0.6183714,-0.4020317,0.5761285
-0.1174866,1.14951,-0.02835608,0.3628741,-0.6283164,-0.3913625,0.5660179
-0.1174866,1.14951,-0.02835608,0.3628741,-0.6283164,-0.3913625,0.5660179
-0.1197468,1.149687,-0.02856207,0.3736435,-0.6377249,-0.3797647,0.5563059
-0.1207159,1.149764,-0.02864802,0.3791167,-0.6420924,-0.3735694,0.5517552
-0.1227028,1.149757,-0.02876782,0.3903966,-0.6510791,-0.3603295,0.5420786
-0.1249374,1.149753,-0.0288828,0.4007169,-0.6599249,-0.3474605,0.5321619
-0.1260326,1.149733,-0.02891868,0.4055102,-0.6638381,-0.3412825,0.5276426
-0.1286401,1.149663,-0.02883792,0.4200761,-0.6743145,-0.3217833,0.5150646
-0.1286401,1.149663,-0.02883792,0.4200761,-0.6743145,-0.3217833,0.5150646
-0.1295125,1.149755,-0.02869707,0.4244594,-0.6776017,-0.3153223,0.511138
-0.1312698,1.150048,-0.02833313,0.4322202,-0.6835135,-0.3031072,0.5041041
-0.132051,1.150067,-0.02812445,0.4360422,-0.6860669,-0.2970812,0.5009214
-0.132795,1.150034,-0.02806872,0.4399304,-0.6883686,-0.2913198,0.4977375
-0.1347929,1.14961,-0.02831793,0.4508691,-0.6942101,-0.2764981,0.488199
-0.1347929,1.14961,-0.02831793,0.4508691,-0.6942101,-0.2764981,0.488199
-0.1353211,1.149315,-0.02861351,0.4544092,-0.6955173,-0.2724377,0.4853306
-0.1459317,1.147676,-0.03257906,0.4501002,-0.7019773,-0.2748039,0.4786654
-0.1437157,1.147103,-0.03352267,0.4605882,-0.7025965,-0.2683728,0.4713733
-0.1424356,1.147021,-0.03410476,0.4651341,-0.7019836,-0.2655897,0.4693947
-0.139977,1.14657,-0.03469414,0.4731658,-0.7009593,-0.2599587,0.4660384
-0.1403654,1.146646,-0.03498411,0.4749074,-0.7012087,-0.258848,0.4645074
-0.1406403,1.146852,-0.03573024,0.4783253,-0.7009074,-0.2580682,0.4618815
-0.1406276,1.146999,-0.03601623,0.4799507,-0.7004591,-0.2579386,0.4609469
-0.1408539,1.147042,-0.03659719,0.4824753,-0.6999597,-0.258242,0.4588956
-0.1408377,1.146993,-0.03686738,0.4837288,-0.6993989,-0.2588619,0.4580811
-0.1399531,1.14677,-0.03732067,0.4867755,-0.6970716,-0.2607054,0.4573548
-0.1393627,1.146585,-0.03758317,0.4882793,-0.6953439,-0.2622458,0.4575013
-0.1386164,1.146268,-0.0379619,0.489797,-0.6931921,-0.2643464,0.4579352
-0.1377505,1.145931,-0.03836316,0.491279,-0.6907126,-0.2669517,0.4585825
-0.1344768,1.144646,-0.03991264,0.4956119,-0.6804726,-0.2788082,0.4621601
-0.1330608,1.144202,-0.04061174,0.4972623,-0.6761279,-0.2836435,0.4638186
-0.1303799,1.143,-0.04203242,0.5001438,-0.6672278,-0.2944497,0.4668647
-0.1288077,1.141306,-0.04369611,0.5015221,-0.6591431,-0.3076826,0.4683347
-0.1288077,1.141306,-0.04369611,0.5015221,-0.6591431,-0.3076826,0.4683347
-0.1280742,1.140295,-0.04469597,0.5020286,-0.6548414,-0.3149601,0.4689884
-0.1265029,1.138,-0.04583341,0.5019155,-0.6464804,-0.3286877,0.4712837
-0.1256343,1.137102,-0.04737329,0.5026543,-0.6415606,-0.336772,0.4715119
-0.1248405,1.136324,-0.04884183,0.5031156,-0.6367774,-0.3448821,0.4716414
-0.1237255,1.134568,-0.051727,0.5034832,-0.6275599,-0.361407,0.4712305
-0.1211835,1.131644,-0.06103152,0.5266554,-0.5987061,-0.3951966,0.4560753
-0.1199406,1.131149,-0.0624575,0.528045,-0.5926129,-0.4030063,0.4555924
-0.1190739,1.130763,-0.06313527,0.5275957,-0.5881312,-0.4095175,0.4561139
-0.117942,1.129964,-0.06423807,0.5259401,-0.5801983,-0.4221971,0.4566252
-0.1172441,1.129036,-0.06562877,0.5238398,-0.5720578,-0.4356923,0.4566332
-0.1170421,1.128713,-0.06634527,0.5225128,-0.5677543,-0.4427296,0.4567559
-0.1162413,1.127965,-0.067011,0.5192694,-0.5590156,-0.4554398,0.4587325
-0.1162413,1.127965,-0.067011,0.5192694,-0.5590156,-0.4554398,0.4587325
-0.1160891,1.12721,-0.06816214,0.5153008,-0.5504997,-0.4690591,0.4597812
-0.1159259,1.126719,-0.06910467,0.5103317,-0.541131,-0.4829776,0.4620298
-0.1150539,1.126418,-0.06888223,0.5037473,-0.5308756,-0.4956945,0.4676501
-0.114491,1.126142,-0.06835169,0.4949091,-0.5204491,-0.5089443,0.4745245
-0.114491,1.126142,-0.06835169,0.4949091,-0.5204491,-0.5089443,0.4745245
-0.1144173,1.126003,-0.06829226,0.4897869,-0.5148786,-0.5163546,0.4778982
-0.1138908,1.125812,-0.06815374,0.4774834,-0.5008233,-0.5326968,0.4872575
-0.1130607,1.125725,-0.06797165,0.4707537,-0.4922491,-0.5406548,0.493735
-0.1119704,1.125354,-0.06746566,0.4559321,-0.475261,-0.5567285,0.5062671
-0.1115332,1.125143,-0.06720656,0.448184,-0.4670462,-0.5645609,0.512123
-0.1101327,1.124772,-0.06676686,0.4330909,-0.4503444,-0.578931,0.5238904
-0.109346,1.124537,-0.06666017,0.4258646,-0.4421806,-0.5855054,0.529433
-0.1086136,1.124305,-0.06660384,0.4188221,-0.4342138,-0.5918814,0.5345306
-0.1071334,1.124069,-0.06652462,0.4049864,-0.4186527,-0.6039651,0.5440058
-0.1045445,1.124002,-0.06653714,0.3927025,-0.4020926,-0.6137508,0.5544512
-0.1030744,1.123829,-0.06670803,0.3873554,-0.3935871,-0.6180183,0.559552
-0.102695,1.124265,-0.0672918,0.376993,-0.3777019,-0.6295047,0.5647489
-0.1030481,1.124475,-0.06802654,0.3728605,-0.3700016,-0.636213,0.5650725
-0.1033183,1.124243,-0.0687843,0.3691545,-0.3626882,-0.6425745,0.5650489
-0.1065693,1.121027,-0.06762427,0.3543427,-0.3531217,-0.6527351,0.5689316
-0.1033134,1.121084,-0.06705707,0.3490516,-0.3472817,-0.6544917,0.5737587
-0.1033134,1.121084,-0.06705707,0.3490516,-0.3472817,-0.6544917,0.5737587
-0.1023467,1.120454,-0.0669511,0.3424249,-0.3398622,-0.6589494,0.5770829
-0.1021852,1.120415,-0.06716675,0.3394459,-0.3357502,-0.6622169,0.5775093
-0.1019765,1.120428,-0.06735021,0.3370408,-0.3320523,-0.6653112,0.5774997
-0.1017494,1.120283,-0.06735289,0.3324384,-0.3258024,-0.6710232,0.5771182
-0.1014557,1.120205,-0.06760299,0.3295868,-0.320189,-0.6764143,0.5756
-0.1009361,1.120612,-0.06824154,0.3299645,-0.3172727,-0.679356,0.5735301
-0.1004615,1.121078,-0.06976199,0.3320588,-0.3116346,-0.6861334,0.567311
-0.100845,1.120518,-0.07129383,0.334691,-0.3072128,-0.6924657,0.5604404
-0.101171,1.12017,-0.0719716,0.3357265,-0.3053921,-0.6951163,0.5575273
-0.1014125,1.11978,-0.07262218,0.3368491,-0.3035862,-0.6974731,0.5548869
-0.1022335,1.118992,-0.07407761,0.339771,-0.3002766,-0.7026171,0.5483784
-0.1022335,1.118992,-0.07407761,0.339771,-0.3002766,-0.7026171,0.5483784
-0.1036812,1.118437,-0.07591391,0.3438166,-0.2970659,-0.7087826,0.5396011
-0.1042821,1.118414,-0.07697296,0.346128,-0.2951431,-0.7120343,0.5348768
-0.1049736,1.118284,-0.07797545,0.3481602,-0.2929691,-0.7153149,0.5303567
-0.1080065,1.11793,-0.08259016,0.3586314,-0.284468,-0.7284539,0.509722
-0.1080065,1.11793,-0.08259016,0.3586314,-0.284468,-0.7284539,0.509722
-0.1083173,1.117758,-0.08371711,0.3618419,-0.2825006,-0.7308999,0.5050241
-0.1087866,1.116949,-0.0856753,0.3677885,-0.2785888,-0.7355633,0.4960509
-0.1095711,1.117055,-0.08686781,0.3706075,-0.2765028,-0.7386657,0.4904787
-0.1105307,1.116786,-0.0888117,0.3764738,-0.2729284,-0.7436793,0.4803318
-0.1113281,1.116533,-0.09052807,0.3822676,-0.2700332,-0.7479801,0.4706159
-0.112046,1.11662,-0.09111172,0.3846268,-0.2686045,-0.7504055,0.4656238
-0.112046,1.11662,-0.09111172,0.3846268,-0.2686045,-0.7504055,0.4656238
-0.1132816,1.116736,-0.09255439,0.38984,-0.2665112,-0.7546471,0.4555264
-0.1140499,1.117051,-0.09417939,0.3961304,-0.2640621,-0.7578579,0.4460978
-0.1140499,1.117051,-0.09417939,0.3961304,-0.2640621,-0.7578579,0.4460978
-0.1146746,1.11677,-0.09598798,0.4051718,-0.2612276,-0.7605411,0.4349404
-0.1147269,1.116735,-0.09743267,0.4120833,-0.2594623,-0.7616811,0.4274442
-0.1146088,1.116829,-0.09816992,0.4179614,-0.2580231,-0.7617812,0.4224001
-0.1146088,1.116829,-0.09816992,0.4179614,-0.2580231,-0.7617812,0.4224001
-0.1145638,1.116619,-0.09814328,0.4201747,-0.2578655,-0.7615364,0.4207386
-0.1149876,1.116183,-0.09815836,0.4239441,-0.2575693,-0.761685,0.4168518
-0.1152744,1.116255,-0.09828961,0.4259548,-0.2572163,-0.7619019,0.4146178
-0.1155699,1.116323,-0.09830397,0.4280099,-0.2568346,-0.7620121,0.4125302
-0.1158242,1.116255,-0.09816104,0.4331047,-0.2574773,-0.7608777,0.4088898
-0.1161373,1.115795,-0.09815973,0.4397753,-0.260063,-0.7584147,0.4046877
-0.1160098,1.115706,-0.09851956,0.4442323,-0.2618192,-0.7565974,0.4020805
-0.1151592,1.115975,-0.099186,0.4550467,-0.2660801,-0.7514717,0.3967673
-0.1149467,1.115974,-0.0992983,0.4602277,-0.2693448,-0.7485271,0.3941461
-0.1150571,1.115745,-0.09921819,0.4650459,-0.2733168,-0.7455962,0.391301
-0.1154029,1.115692,-0.09952587,0.4754494,-0.2811926,-0.7395754,0.3845865
-0.1152642,1.115766,-0.09974021,0.4814538,-0.2849173,-0.7359106,0.3813922
-0.1146966,1.115657,-0.1001469,0.4943344,-0.2925013,-0.7275246,0.3752124
-0.1145011,1.115617,-0.1004727,0.5011171,-0.2959856,-0.7233257,0.3715832
-0.1139278,1.115739,-0.1019072,0.5161548,-0.3018122,-0.7145072,0.3632811
-0.1135279,1.115841,-0.1029198,0.5240487,-0.3043553,-0.7098974,0.3588685
-0.1135516,1.116207,-0.1047873,0.5383695,-0.3091238,-0.7017832,0.3494295
-0.1137966,1.116481,-0.1062795,0.5516621,-0.3139504,-0.6938975,0.3400152
-0.1136836,1.116553,-0.1064413,0.5580295,-0.3165467,-0.6894668,0.3362095
-0.1136767,1.116112,-0.1057913,0.5690609,-0.3236524,-0.6798085,0.3305742
-0.1136767,1.116112,-0.1057913,0.5690609,-0.3236524,-0.6798085,0.3305742
-0.1134149,1.115424,-0.1049805,0.579829,-0.330221,-0.6698822,0.3255922
-0.1134969,1.115249,-0.1047003,0.5849352,-0.3330226,-0.6653402,0.3229077
-0.1139766,1.115357,-0.1044324,0.5949244,-0.3374526,-0.6571621,0.3167471
-0.1135468,1.115635,-0.104467,0.6061991,-0.3408719,-0.647805,0.3109303
-0.1132634,1.11564,-0.1042828,0.6121775,-0.3432319,-0.6423369,0.307951
-0.1132634,1.11564,-0.1042828,0.6121775,-0.3432319,-0.6423369,0.307951
-0.1123251,1.115222,-0.103732,0.6259096,-0.3507743,-0.6285372,0.3002257
-0.1108575,1.114797,-0.1036549,0.6421155,-0.36121,-0.6120152,0.2874933
-0.109342,1.114992,-0.103679,0.6589305,-0.3711666,-0.5946224,0.2728922
-0.1075766,1.114716,-0.1024563,0.6753326,-0.3826382,-0.5746509,0.2594037
-0.1075766,1.114716,-0.1024563,0.6753326,-0.3826382,-0.5746509,0.2594037
-0.1071459,1.114009,-0.1011537,0.6888787,-0.3942752,-0.5563033,0.2460079
-0.1067935,1.113704,-0.09979588,0.7011896,-0.4029272,-0.5394787,0.2344047
-0.1067446,1.113605,-0.09928125,0.7066792,-0.4061309,-0.5319031,0.2296548
-0.1066598,1.113454,-0.09876376,0.7120638,-0.4088357,-0.5245094,0.2251852
-0.1066275,1.113271,-0.09838217,0.7170429,-0.4110088,-0.5177068,0.2211359
-0.1067386,1.113163,-0.09835827,0.7262642,-0.4130565,-0.5062703,0.2135766
-0.1065732,1.113418,-0.09865916,0.7350394,-0.4133436,-0.4957761,0.2075338
-0.1067238,1.11359,-0.09886026,0.73873,-0.4135104,-0.4911653,0.205046
-0.1073542,1.113653,-0.09947342,0.7447728,-0.4141424,-0.4831405,0.2009351
-0.1076834,1.113756,-0.09976619,0.747543,-0.4144435,-0.4793124,0.1991875
-0.1079452,1.113932,-0.09975088,0.7502677,-0.414988,-0.4751409,0.1977988
-0.1086249,1.113968,-0.09875101,0.7548146,-0.4180962,-0.465702,0.1963981
-0.1092291,1.113718,-0.09814727,0.7561804,-0.4208695,-0.4610317,0.1962396
-0.1099229,1.113452,-0.0977006,0.7594776,-0.42441,-0.4531133,0.1943149
-0.1100866,1.113654,-0.09723091,0.7625456,-0.4270045,-0.445679,0.1938082
-0.1100866,1.113654,-0.09723091,0.7625456,-0.4270045,-0.445679,0.1938082
-0.1108705,1.11357,-0.09654248,0.763748,-0.4310491,-0.4394317,0.1943848
-0.1114891,1.113434,-0.09632534,0.7641242,-0.4342407,-0.4349051,0.1959765
-0.1117362,1.113379,-0.09602416,0.7639642,-0.4360103,-0.432641,0.1976753
-0.1119561,1.113427,-0.09546149,0.7636414,-0.4382572,-0.4300655,0.1995648
-0.112776,1.113095,-0.09413147,0.7618316,-0.4443172,-0.4252941,0.2032727
-0.112776,1.113095,-0.09413147,0.7618316,-0.4443172,-0.4252941,0.2032727
-0.1137192,1.11295,-0.09235817,0.7591582,-0.4514132,-0.4206383,0.2072884
-0.1148015,1.112896,-0.08922791,0.7553264,-0.4612188,-0.4139108,0.2131601
-0.1156389,1.112852,-0.08751273,0.7527643,-0.4671834,-0.4104985,0.2158161
-0.1176742,1.112598,-0.08486617,0.7470476,-0.4795706,-0.404889,0.2190818
-0.1185907,1.112674,-0.08364898,0.7442385,-0.4856966,-0.4020315,0.2204054
-0.120131,1.112656,-0.08095628,0.738517,-0.4981247,-0.3955722,0.2235778
-0.121296,1.112641,-0.07884479,0.7330995,-0.5088599,-0.3902994,0.2264797
-0.121296,1.112641,-0.07884479,0.7330995,-0.5088599,-0.3902994,0.2264797
-0.1223214,1.112766,-0.07760614,0.7278632,-0.5173889,-0.387069,0.229568
