N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.03920732,1.2441,0.01092479,0.641908,-0.3725926,-0.5666844,0.3577677
0.03920732,1.2441,0.01092479,0.641908,-0.3725926,-0.5666844,0.3577677
0.03924084,1.244147,0.01087585,0.642624,-0.3724203,-0.5661411,0.3575218
0.03944133,1.244196,0.01077774,0.6436704,-0.3721722,-0.5653686,0.3571197
0.03953674,1.244219,0.01071703,0.6441959,-0.3719895,-0.5650254,0.3569059
0.03968149,1.244193,0.01067784,0.6450614,-0.3719794,-0.5642951,0.3565085
0.03981903,1.24421,0.01062316,0.6458726,-0.3720329,-0.5635546,0.356155
0.03981903,1.24421,0.01062316,0.6458726,-0.3720329,-0.5635546,0.356155
0.03999569,1.244268,0.01054767,0.6467848,-0.3719558,-0.5629242,0.3555764
0.04012235,1.244309,0.01045191,0.6476092,-0.3718919,-0.562385,0.3549956
0.04016674,1.244306,0.01043421,0.647936,-0.3719321,-0.562102,0.3548052
0.04025,1.244303,0.01045984,0.6485417,-0.3720562,-0.5615519,0.3544396
0.04027439,1.244296,0.01049089,0.6487502,-0.3720452,-0.5613551,0.3543813
0.04033674,1.244295,0.01050574,0.6490157,-0.3719715,-0.5611242,0.3543382
0.04044656,1.244289,0.01049438,0.6495088,-0.3717929,-0.5607827,0.3541627
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
0.04040064,1.2443,0.01048559,0.6495907,-0.3716788,-0.5608101,0.3540886
