NoseWrinklerR,CheekRaiserR,LidTightenerR,UpperLipRaiserR,EyesClosedR,UpperLidRaiserR
-1.0,-1.0,-1.0,-1.0,5.451418e-12,4.0137759999999995e-36
-1.0,-1.0,-1.0,-1.0,3.170045e-12,2.8288229999999997e-36
-1.0,-1.0,-1.0,-1.0,1.900982e-12,1.993693e-36
-1.0,-1.0,-1.0,-1.0,1.170175e-12,1.405106e-36
-1.0,-1.0,-1.0,-1.0,1.170175e-12,1.405106e-36
-1.0,-1.0,-1.0,-1.0,1.170175e-12,1.405106e-36
-1.0,-1.0,-1.0,-1.0,0.04420415,9.902897e-37
-1.0,-1.0,-1.0,-1.0,0.115922,6.979373e-37
-1.0,-1.0,-1.0,-1.0,0.115922,6.979373e-37
-1.0,-1.0,-1.0,-1.0,0.1435574,4.918906e-37
-1.0,-1.0,-1.0,-1.0,0.1435574,4.918906e-37
-1.0,-1.0,-1.0,-1.0,0.1777134,3.466749e-37
-1.0,-1.0,-1.0,-1.0,0.1666677,2.443284e-37
-1.0,-1.0,-1.0,-1.0,0.1666677,2.443284e-37
-1.0,-1.0,-1.0,-1.0,0.1356267,1.721973e-37
-1.0,-1.0,-1.0,-1.0,0.1227672,1.213614e-37
-1.0,-1.0,-1.0,-1.0,0.1227672,1.213614e-37
-1.0,-1.0,-1.0,-1.0,0.1135385,8.553294e-38
-1.0,-1.0,-1.0,-1.0,0.1135385,8.553294e-38
-1.0,-1.0,-1.0,-1.0,0.1311982,6.028183999999999e-38
-1.0,-1.0,-1.0,-1.0,0.1190636,4.248541e-38
-1.0,-1.0,-1.0,-1.0,0.1190636,4.248541e-38
-1.0,-1.0,-1.0,-1.0,0.1055726,2.9943e-38
-1.0,-1.0,-1.0,-1.0,0.1055726,2.9943e-38
-1.0,-1.0,-1.0,-1.0,0.08794512,2.1103149999999998e-38
-1.0,-1.0,-1.0,-1.0,0.08794512,2.1103149999999998e-38
-1.0,-1.0,-1.0,-1.0,0.03951113,1.487313e-38
-1.0,-1.0,-1.0,-1.0,0.009548279,1.0482319999999999e-38
-1.0,-1.0,-1.0,-1.0,0.009548279,1.0482319999999999e-38
-1.0,-1.0,-1.0,-1.0,0.007665765,7.387682e-39
-1.0,-1.0,-1.0,-1.0,0.007665765,7.387682e-39
-1.0,-1.0,-1.0,-1.0,0.001154784,5.206712e-39
-1.0,-1.0,-1.0,-1.0,0.01287698,3.6695750000000006e-39
-1.0,-1.0,-1.0,-1.0,0.01287698,3.6695750000000006e-39
-1.0,-1.0,-1.0,-1.0,0.02015436,2.5862280000000003e-39
-1.0,-1.0,-1.0,-1.0,0.002608972,1.822724e-39
-1.0,-1.0,-1.0,-1.0,0.002608972,1.822724e-39
-1.0,-1.0,-1.0,-1.0,0.0003891144,1.284622e-39
-1.0,-1.0,-1.0,-1.0,0.0003891144,1.284622e-39
-1.0,-1.0,-1.0,-1.0,6.494655e-05,9.053803e-40
-1.0,-1.0,-1.0,-1.0,1.124056e-05,6.3809250000000004e-40
-1.0,-1.0,-1.0,-1.0,1.124056e-05,6.3809250000000004e-40
-1.0,-1.0,-1.0,-1.0,1.124056e-05,6.3809250000000004e-40
-1.0,-1.0,-1.0,-1.0,1.513191e-06,4.497131e-40
-1.0,-1.0,-1.0,-1.0,2.377762e-07,3.169485e-40
-1.0,-1.0,-1.0,-1.0,4.458796e-07,2.233782e-40
-1.0,-1.0,-1.0,-1.0,4.458796e-07,2.233782e-40
-1.0,-1.0,-1.0,-1.0,3.708438e-07,1.574331e-40
-1.0,-1.0,-1.0,-1.0,3.708438e-07,1.574331e-40
-1.0,-1.0,-1.0,-1.0,2.69073e-07,1.109548e-40
-1.0,-1.0,-1.0,-1.0,2.69073e-07,1.109548e-40
-1.0,-1.0,-1.0,-1.0,1.8761e-07,7.819946e-41
-1.0,-1.0,-1.0,-1.0,1.292533e-07,5.511307e-41
-1.0,-1.0,-1.0,-1.0,1.292533e-07,5.511307e-41
-1.0,-1.0,-1.0,-1.0,8.884891e-08,3.8842589999999997e-41
-1.0,-1.0,-1.0,-1.0,8.884891e-08,3.8842589999999997e-41
-1.0,-1.0,-1.0,-1.0,6.115613e-08,2.737577e-41
-1.0,-1.0,-1.0,-1.0,4.220284e-08,1.929308e-41
-1.0,-1.0,-1.0,-1.0,4.220284e-08,1.929308e-41
-1.0,-1.0,-1.0,-1.0,2.920555e-08,1.35982e-41
-1.0,-1.0,-1.0,-1.0,2.920555e-08,1.35982e-41
-1.0,-1.0,-1.0,-1.0,2.026564e-08,9.58348e-42
-1.0,-1.0,-1.0,-1.0,2.026564e-08,9.58348e-42
-1.0,-1.0,-1.0,-1.0,1.409635e-08,6.754259e-42
-1.0,-1.0,-1.0,-1.0,9.825825e-09,4.7602109999999995e-42
-1.0,-1.0,-1.0,-1.0,6.861522e-09,3.354709e-42
-1.0,-1.0,-1.0,-1.0,6.861522e-09,3.354709e-42
-1.0,-1.0,-1.0,-1.0,4.798878e-09,2.3653919999999997e-42
-1.0,-1.0,-1.0,-1.0,4.798878e-09,2.3653919999999997e-42
-1.0,-1.0,-1.0,-1.0,3.360584e-09,1.667545e-42
-1.0,-1.0,-1.0,-1.0,2.355932e-09,1.1742879999999999e-42
-1.0,-1.0,-1.0,-1.0,2.355932e-09,1.1742879999999999e-42
-1.0,-1.0,-1.0,-1.0,1.653098e-09,8.281674000000001e-43
-1.0,-1.0,-1.0,-1.0,1.653098e-09,8.281674000000001e-43
-1.0,-1.0,-1.0,-1.0,1.160826e-09,5.829402e-43
-1.0,-1.0,-1.0,-1.0,1.160826e-09,5.829402e-43
-1.0,-1.0,-1.0,-1.0,8.156531e-10,4.119817e-43
-1.0,-1.0,-1.0,-1.0,5.734175e-10,2.900688e-43
-1.0,-1.0,-1.0,-1.0,5.734175e-10,2.900688e-43
-1.0,-1.0,-1.0,-1.0,4.032949e-10,2.0458960000000002e-43
-1.0,-1.0,-1.0,-1.0,2.837441e-10,1.443337e-43
-1.0,-1.0,-1.0,-1.0,1.996926e-10,1.008935e-43
-1.0,-1.0,-1.0,-1.0,1.996926e-10,1.008935e-43
-1.0,-1.0,-1.0,-1.0,1.996926e-10,1.008935e-43
-1.0,-1.0,-1.0,-1.0,1.405731e-10,7.146621999999999e-44
-1.0,-1.0,-1.0,-1.0,9.897668e-11,5.044674e-44
-1.0,-1.0,-1.0,-1.0,6.970053e-11,3.6433759999999997e-44
-1.0,-1.0,-1.0,-1.0,6.970053e-11,3.6433759999999997e-44
-1.0,-1.0,-1.0,-1.0,4.909092e-11,2.522337e-44
-1.0,-1.0,-1.0,-1.0,4.909092e-11,2.522337e-44
-1.0,-1.0,-1.0,-1.0,3.457907e-11,1.6815579999999998e-44
-1.0,-1.0,-1.0,-1.0,3.457907e-11,1.6815579999999998e-44
-1.0,-1.0,-1.0,-1.0,2.435939e-11,1.261169e-44
-1.0,-1.0,-1.0,-1.0,2.435939e-11,1.261169e-44
-1.0,-1.0,-1.0,-1.0,1.716151e-11,8.407791e-45
-1.0,-1.0,-1.0,-1.0,1.209134e-11,5.605194e-45
-1.0,-1.0,-1.0,-1.0,1.209134e-11,5.605194e-45
-1.0,-1.0,-1.0,-1.0,8.519494e-12,4.203895e-45
-1.0,-1.0,-1.0,-1.0,6.003101e-12,2.802597e-45
-1.0,-1.0,-1.0,-1.0,6.003101e-12,2.802597e-45
-1.0,-1.0,-1.0,-1.0,4.230088e-12,2.802597e-45
-1.0,-1.0,-1.0,-1.0,4.230088e-12,2.802597e-45
-1.0,-1.0,-1.0,-1.0,2.980845e-12,1.401298e-45
-1.0,-1.0,-1.0,-1.0,2.980845e-12,1.401298e-45
-1.0,-1.0,-1.0,-1.0,2.10059e-12,0.0
-1.0,-1.0,-1.0,-1.0,1.480305e-12,0.0
-1.0,-1.0,-1.0,-1.0,1.480305e-12,0.0
-1.0,-1.0,-1.0,-1.0,1.043204e-12,0.0
-1.0,-1.0,-1.0,-1.0,1.043204e-12,0.0
-1.0,-1.0,-1.0,-1.0,7.351817e-13,0.0
-1.0,-1.0,-1.0,-1.0,7.351817e-13,0.0
-1.0,-1.0,-1.0,-1.0,5.181074e-13,0.0
-1.0,-1.0,-1.0,-1.0,3.651327e-13,0.0
-1.0,-1.0,-1.0,-1.0,2.573283e-13,0.0
-1.0,-1.0,-1.0,-1.0,2.573283e-13,0.0
-1.0,-1.0,-1.0,-1.0,1.813542e-13,0.0
-1.0,-1.0,-1.0,-1.0,1.813542e-13,0.0
-1.0,-1.0,-1.0,-1.0,1.278116e-13,0.0
-1.0,-1.0,-1.0,-1.0,9.007729e-14,0.0
-1.0,-1.0,-1.0,-1.0,9.007729e-14,0.0
-1.0,-1.0,-1.0,-1.0,6.348372e-14,0.0
-1.0,-1.0,-1.0,-1.0,6.348372e-14,0.0
-1.0,-1.0,-1.0,-1.0,4.474111e-14,0.0
-1.0,-1.0,-1.0,-1.0,3.153223e-14,0.0
-1.0,-1.0,-1.0,-1.0,3.153223e-14,0.0
-1.0,-1.0,-1.0,-1.0,2.222299e-14,0.0
-1.0,-1.0,-1.0,-1.0,2.222299e-14,0.0
-1.0,-1.0,-1.0,-1.0,1.566222e-14,0.0
-1.0,-1.0,-1.0,-1.0,1.566222e-14,0.0
-1.0,-1.0,-1.0,-1.0,1.10383e-14,0.0
-1.0,-1.0,-1.0,-1.0,7.779543e-15,0.0
-1.0,-1.0,-1.0,-1.0,5.482826e-15,0.0
-1.0,-1.0,-1.0,-1.0,5.482826e-15,0.0
-1.0,-1.0,-1.0,-1.0,5.482826e-15,0.0
-1.0,-1.0,-1.0,-1.0,3.885322e-15,0.0
-1.0,-1.0,-1.0,-1.0,2.738278e-15,0.0
-1.0,-1.0,-1.0,-1.0,1.929873e-15,0.0
-1.0,-1.0,-1.0,-1.0,1.929873e-15,0.0
-1.0,-1.0,-1.0,-1.0,1.929873e-15,0.0
-1.0,-1.0,-1.0,-1.0,1.360138e-15,0.0
-1.0,-1.0,-1.0,-1.0,9.585995e-16,0.0
-1.0,-1.0,-1.0,-1.0,9.585995e-16,0.0
-1.0,-1.0,-1.0,-1.0,6.75602e-16,0.0
-1.0,-1.0,-1.0,-1.0,4.761453e-16,0.0
-1.0,-1.0,-1.0,-1.0,4.761453e-16,0.0
-1.0,-1.0,-1.0,-1.0,3.355789e-16,0.0
-1.0,-1.0,-1.0,-1.0,3.355789e-16,0.0
-1.0,-1.0,-1.0,-1.0,2.365102e-16,0.0
-1.0,-1.0,-1.0,-1.0,1.666848e-16,0.0
-1.0,-1.0,-1.0,-1.0,1.666848e-16,0.0
-1.0,-1.0,-1.0,-1.0,1.174764e-16,0.0
-1.0,-1.0,-1.0,-1.0,1.174764e-16,0.0
-1.0,-1.0,-1.0,-1.0,8.279488000000001e-17,0.0
-1.0,-1.0,-1.0,-1.0,5.835227e-17,0.0
-1.0,-1.0,-1.0,-1.0,5.835227e-17,0.0
-1.0,-1.0,-1.0,-1.0,4.112555e-17,0.0
-1.0,-1.0,-1.0,-1.0,4.112555e-17,0.0
-1.0,-1.0,-1.0,-1.0,2.89845e-17,0.0
-1.0,-1.0,-1.0,-1.0,2.89845e-17,0.0
-1.0,-1.0,-1.0,-1.0,2.0427740000000003e-17,0.0
-1.0,-1.0,-1.0,-1.0,1.431846e-17,0.0
-1.0,-1.0,-1.0,-1.0,1.431846e-17,0.0
-1.0,-1.0,-1.0,-1.0,1.0091360000000001e-17,0.0
-1.0,-1.0,-1.0,-1.0,1.0091360000000001e-17,0.0
-1.0,-1.0,-1.0,-1.0,7.112218e-18,0.0
-1.0,-1.0,-1.0,-1.0,5.012555e-18,0.0
-1.0,-1.0,-1.0,-1.0,5.012555e-18,0.0
-1.0,-1.0,-1.0,-1.0,3.532744e-18,0.0
-1.0,-1.0,-1.0,-1.0,2.5034500000000003e-18,0.0
-1.0,-1.0,-1.0,-1.0,2.5034500000000003e-18,0.0
-1.0,-1.0,-1.0,-1.0,1.764373e-18,0.0
-1.0,-1.0,-1.0,-1.0,1.764373e-18,0.0
-1.0,-1.0,-1.0,-1.0,1.2434930000000001e-18,0.0
-1.0,-1.0,-1.0,-1.0,8.7639e-19,0.0
-1.0,-1.0,-1.0,-1.0,8.7639e-19,0.0
-1.0,-1.0,-1.0,-1.0,6.176632999999999e-19,0.0
-1.0,-1.0,-1.0,-1.0,6.176632999999999e-19,0.0
-1.0,-1.0,-1.0,-1.0,4.329442e-19,0.0
-1.0,-1.0,-1.0,-1.0,0.0170335,0.0
-1.0,-1.0,-1.0,-1.0,0.0170335,0.0
-1.0,-1.0,-1.0,-1.0,0.02066241,0.0
-1.0,-1.0,-1.0,-1.0,0.02066241,0.0
-1.0,-1.0,-1.0,-1.0,0.03329374,0.0
-1.0,-1.0,-1.0,-1.0,0.03329374,0.0
-1.0,-1.0,-1.0,-1.0,0.03549854,0.0
-1.0,-1.0,-1.0,-1.0,0.02798682,0.0
-1.0,-1.0,-1.0,-1.0,0.02798682,0.0
-1.0,-1.0,-1.0,-1.0,0.02232056,0.0
-1.0,-1.0,-1.0,-1.0,0.02232056,0.0
-1.0,-1.0,-1.0,-1.0,0.02208569,0.0
-1.0,-1.0,-1.0,-1.0,0.02208569,0.0
-1.0,-1.0,-1.0,-1.0,0.05653868,0.0
-1.0,-1.0,-1.0,-1.0,0.05653868,0.0
-1.0,-1.0,-1.0,-1.0,0.06319693,0.0
-1.0,-1.0,-1.0,-1.0,0.06319693,0.0
-1.0,-1.0,-1.0,-1.0,0.05404964,0.0
-1.0,-1.0,-1.0,-1.0,0.05404964,0.0
-1.0,-1.0,-1.0,-1.0,0.05149873,0.0
-1.0,-1.0,-1.0,-1.0,0.04356454,0.0
-1.0,-1.0,-1.0,-1.0,0.04356454,0.0
-1.0,-1.0,-1.0,-1.0,0.03991869,0.0
-1.0,-1.0,-1.0,-1.0,0.03991869,0.0
-1.0,-1.0,-1.0,-1.0,0.03814489,0.0
-1.0,-1.0,-1.0,-1.0,0.03723703,0.0
-1.0,-1.0,-1.0,-1.0,0.03723703,0.0
-1.0,-1.0,-1.0,-1.0,0.03201196,0.0
-1.0,-1.0,-1.0,-1.0,0.03201196,0.0
-1.0,-1.0,-1.0,-1.0,0.02477542,0.0
-1.0,-1.0,-1.0,-1.0,0.02477542,0.0
-1.0,-1.0,-1.0,-1.0,0.02701031,0.0
-1.0,-1.0,-1.0,-1.0,0.02358192,0.0
-1.0,-1.0,-1.0,-1.0,0.02358192,0.0
-1.0,-1.0,-1.0,-1.0,0.03014352,0.0
-1.0,-1.0,-1.0,-1.0,0.03014352,0.0
-1.0,-1.0,-1.0,-1.0,0.02960642,0.0
-1.0,-1.0,-1.0,-1.0,0.02933113,0.0
-1.0,-1.0,-1.0,-1.0,0.02933113,0.0
-1.0,-1.0,-1.0,-1.0,0.0291836,0.0
-1.0,-1.0,-1.0,-1.0,0.0291836,0.0
-1.0,-1.0,-1.0,-1.0,0.03290856,0.0
-1.0,-1.0,-1.0,-1.0,0.02581932,0.0
-1.0,-1.0,-1.0,-1.0,0.02581932,0.0
-1.0,-1.0,-1.0,-1.0,0.03158551,0.0
-1.0,-1.0,-1.0,-1.0,0.03397154,0.0
-1.0,-1.0,-1.0,-1.0,0.03397154,0.0
-1.0,-1.0,-1.0,-1.0,0.03170522,0.0
-1.0,-1.0,-1.0,-1.0,0.03170522,0.0
-1.0,-1.0,-1.0,-1.0,0.02543608,0.0
-1.0,-1.0,-1.0,-1.0,0.02543608,0.0
-1.0,-1.0,-1.0,-1.0,0.02665795,0.0
-1.0,-1.0,-1.0,-1.0,0.02743945,0.0
-1.0,-1.0,-1.0,-1.0,0.02743945,0.0
-1.0,-1.0,-1.0,-1.0,0.02410756,0.0
-1.0,-1.0,-1.0,-1.0,0.02410756,0.0
-1.0,-1.0,-1.0,-1.0,0.03135492,0.0
-1.0,-1.0,-1.0,-1.0,0.03405944,0.0
-1.0,-1.0,-1.0,-1.0,0.03405944,0.0
-1.0,-1.0,-1.0,-1.0,0.03515112,0.0
-1.0,-1.0,-1.0,-1.0,0.03515112,0.0
-1.0,-1.0,-1.0,-1.0,0.0324237,0.0
-1.0,-1.0,-1.0,-1.0,0.03097313,0.0
-1.0,-1.0,-1.0,-1.0,0.03097313,0.0
-1.0,-1.0,-1.0,-1.0,0.03017,0.0
-1.0,-1.0,-1.0,-1.0,0.03017,0.0
-1.0,-1.0,-1.0,-1.0,0.0297094,0.0
-1.0,-1.0,-1.0,-1.0,0.02489553,0.0
-1.0,-1.0,-1.0,-1.0,0.02489553,0.0
-1.0,-1.0,-1.0,-1.0,0.02314079,0.0
-1.0,-1.0,-1.0,-1.0,0.02536886,0.0
-1.0,-1.0,-1.0,-1.0,0.02536886,0.0
-1.0,-1.0,-1.0,-1.0,0.02536886,0.0
-1.0,-1.0,-1.0,-1.0,0.0180287,0.0
-1.0,-1.0,-1.0,-1.0,0.02322192,0.0
-1.0,-1.0,-1.0,-1.0,0.02581273,0.0
-1.0,-1.0,-1.0,-1.0,0.02581273,0.0
-1.0,-1.0,-1.0,-1.0,0.02376019,0.0
-1.0,-1.0,-1.0,-1.0,0.02376019,0.0
-1.0,-1.0,-1.0,-1.0,0.02283217,0.0
-1.0,-1.0,-1.0,-1.0,0.02283217,0.0
-1.0,-1.0,-1.0,-1.0,0.03161002,0.0
-1.0,-1.0,-1.0,-1.0,0.02641202,0.0
-1.0,-1.0,-1.0,-1.0,0.02641202,0.0
