x,y
-0.009897712,0.3283325
-0.01172754,0.3301186
-0.01408633,0.3347904
-0.01653785,0.3362824
-0.02085406,0.3409833
-0.02491963,0.34377
-0.02861774,0.3496693
-0.0323239,0.353497
-0.03682129,0.3591864
-0.04110455,0.3615168
-0.04641724,0.3670809
-0.05289853,0.3730796
-0.0584986,0.378033
-0.06526072,0.3839068
-0.0718933,0.3891161
-0.08053967,0.3945422
-0.08973053,0.3992214
-0.09811841,0.40378
-0.1047286,0.4081284
-0.1108568,0.4121205
-0.1185317,0.4188159
-0.1275381,0.4253213
-0.1369737,0.4311813
-0.145757,0.435396
-0.152921,0.4387521
-0.1592091,0.4432479
-0.165017,0.4467794
-0.1716247,0.4527673
-0.1764106,0.4557305
-0.1816883,0.4596383
-0.1846693,0.458515
-0.1878601,0.4602859
-0.1877694,0.4573995
-0.1889647,0.4591804
-0.1876018,0.457212
-0.186277,0.460847
-0.1808944,0.4600812
-0.1779033,0.4611273
-0.1704926,0.4598733
-0.164383,0.4611925
-0.1562041,0.461588
-0.1467727,0.4629311
-0.1368483,0.4638726
-0.1249999,0.4637536
-0.1122014,0.4639773
-0.1009949,0.4649829
-0.09080612,0.465837
-0.07987104,0.4667294
-0.06715845,0.4672072
-0.05347399,0.4672521
-0.0405736,0.4677731
-0.02779756,0.4687047
-0.01423896,0.4712046
-0.0004658998,0.4737978
0.01229635,0.4760467
0.02269636,0.4780334
0.03284648,0.4804331
0.0450557,0.4841673
0.06132597,0.4866042
0.07730844,0.4867404
0.09081584,0.4863359
0.1019509,0.4867249
0.1108245,0.4881907
0.1164636,0.4875191
0.1221788,0.488764
0.1237947,0.4849627
0.1240454,0.4846892
0.1215634,0.4819889
0.1181501,0.4853392
0.1147549,0.484331
0.112503,0.4859884
0.1080637,0.4829753
0.1033295,0.4832273
0.09875298,0.4803894
0.09474196,0.4823697
0.09165712,0.4808752
0.09052734,0.482816
0.08904734,0.47858
0.08739295,0.4761287
0.08435517,0.4712253
0.08233122,0.4688244
0.08022121,0.463423
0.08032604,0.4608578
0.08076233,0.4539753
0.08142112,0.4485492
0.08149204,0.4403064
0.08258033,0.4336274
0.08439807,0.4285113
0.08614168,0.4286344
0.08831838,0.4252268
0.09059043,0.4233799
0.09322152,0.415951
0.09539165,0.4108144
0.09632096,0.4053721
0.09765989,0.4054496
0.09805595,0.4028483
0.1001644,0.4027092
0.1022214,0.3971274
0.1050185,0.3922503
0.1082681,0.3834943
0.1110152,0.3764669
0.1131731,0.3751686
0.1117858,0.3738796
0.1116525,0.3760569
0.1113961,0.3739441
0.1139748,0.3735447
0.1155197,0.3694818
0.1169763,0.3690665
0.1169128,0.3659361
0.11711,0.3666207
0.1152739,0.3640587
0.1141888,0.3653784
0.1116116,0.3641773
0.1112966,0.3657709
0.1105906,0.3633447
0.110923,0.3640447
0.1097907,0.3609656
0.1092233,0.3619252
0.107618,0.3600711
0.1075982,0.3625687
0.1075608,0.3613709
0.1084986,0.3629575
0.1073511,0.3609855
0.1058345,0.3625377
0.1037132,0.3607864
0.1026356,0.3633211
0.1008663,0.3626257
0.1011821,0.3648386
0.1000085,0.3627764
0.1005534,0.3635283
0.1007691,0.3597276
0.1015719,0.3590254
0.1008597,0.3554582
0.1015774,0.3546959
0.1015359,0.3504482
0.1029097,0.3474511
0.103515,0.3411449
0.1042855,0.3380915
0.1032501,0.3341412
0.1032514,0.3348098
0.1019557,0.3330498
0.1019721,0.3350269
0.1007964,0.3338194
0.1010828,0.3342591
0.09965652,0.3304386
0.09942133,0.3282652
0.09909805,0.32241
0.1003863,0.3180455
0.1018692,0.3113915
0.1030724,0.3077913
0.1025543,0.3036954
0.103182,0.302194
0.1033077,0.2971116
0.1052396,0.2930588
0.1065329,0.28691
0.1073124,0.2839596
0.1073159,0.2804627
0.1083199,0.2803931
0.109009,0.2773218
0.1112601,0.274811
0.1121197,0.2691547
0.1127638,0.2666556
0.1117232,0.2643162
0.1120936,0.266869
0.1124245,0.2674981
0.1133005,0.2695561
0.1123345,0.2684196
0.1128674,0.2697082
0.1116778,0.268706
0.1120244,0.2703018
0.1113216,0.2692949
0.1118277,0.2704883
0.1107937,0.2690336
0.1108214,0.2703492
0.1097676,0.2692664
0.1098822,0.2708432
0.1092082,0.2695497
0.1092823,0.2707583
0.1079554,0.2695984
0.1073921,0.2717729
0.1069574,0.2713358
0.1072645,0.2733749
0.1060819,0.2730817
0.1058096,0.275204
0.1044294,0.2742074
0.1047666,0.2755376
0.1038042,0.2741887
0.1037126,0.275447
0.1027457,0.2735108
0.1025397,0.2743547
0.100336,0.2724344
0.1002982,0.2728904
0.09970448,0.2700537
0.1008812,0.2693377
0.100826,0.2661498
0.1004015,0.2662777
0.09889922,0.264156
0.09833589,0.2657002
0.09763112,0.2639434
0.09783142,0.2648076
0.09665997,0.2628275
0.09579796,0.2631687
0.09394099,0.2604207
