x,y
-0.06346748,0.3267182
-0.0647905,0.330401
-0.06590749,0.3306058
-0.06710501,0.3343129
-0.06728563,0.3349422
-0.06868186,0.3393976
-0.06988578,0.3409398
-0.07183292,0.3455631
-0.07233948,0.3473192
-0.073966,0.3531263
-0.07455695,0.3555348
-0.07711956,0.3603879
-0.07981647,0.361969
-0.08430938,0.366852
-0.08873649,0.3707781
-0.09268738,0.3771776
-0.09536128,0.379844
-0.09850486,0.3846911
-0.1002359,0.3840141
-0.1035592,0.3874423
-0.1064999,0.3875076
-0.1109509,0.3911642
-0.1134648,0.3909452
-0.1159296,0.3946707
-0.1157866,0.3944535
-0.1175523,0.3987208
-0.1186248,0.3993748
-0.1202826,0.4036246
-0.1209457,0.4038693
-0.1221962,0.4068891
-0.121391,0.4061015
-0.1210501,0.4090976
-0.1195147,0.4079621
-0.1193907,0.409824
-0.1175429,0.4079483
-0.1158489,0.4104102
-0.1127792,0.409852
-0.1108889,0.4132493
-0.1074733,0.4133717
-0.104623,0.4163329
-0.1011985,0.4150184
-0.09943622,0.4170886
-0.09604231,0.4159683
-0.09218328,0.4177109
-0.08728004,0.4164203
-0.08199863,0.4185718
-0.0759823,0.4182934
-0.07052018,0.4198483
-0.06354415,0.4189582
-0.05628744,0.4193615
-0.04817567,0.4180557
-0.0392807,0.4176412
-0.03039113,0.41836
-0.02024737,0.4196686
-0.008593315,0.4201101
0.001967105,0.4201527
0.01066736,0.4209644
0.01813668,0.4221056
0.02455156,0.422553
0.0321639,0.4256041
0.04023017,0.4264738
0.04779652,0.4284717
0.05430841,0.4286505
0.05993532,0.4308968
0.06543436,0.4297012
0.07157395,0.4309432
0.07533275,0.4288604
0.07804861,0.4305953
0.07927404,0.4289422
0.0810952,0.4312856
0.08340283,0.4294699
0.0866285,0.4320063
0.08834817,0.4302266
0.08882391,0.4316108
0.08801717,0.4297415
0.08709904,0.4301441
0.08656316,0.4263163
0.08768171,0.4262057
0.08772395,0.4234982
0.08830784,0.4249599
0.08721586,0.4217465
0.08723166,0.4212299
0.08695564,0.4162516
0.08796708,0.4146478
0.08859856,0.4098758
0.09028496,0.4092219
0.09025849,0.405017
0.09129139,0.4042054
0.09113383,0.40069
0.09160227,0.4016712
0.0916732,0.3985693
0.09300969,0.3980584
0.09314191,0.3928032
0.09420133,0.3903267
0.09342268,0.3853261
0.09351401,0.3854131
0.09201103,0.3828157
0.09154366,0.3838123
0.09034449,0.3796999
0.0900619,0.3778561
0.08982074,0.3725058
0.08983406,0.3710231
0.08871108,0.3677517
0.08753047,0.3682919
0.08625404,0.3654584
0.08569371,0.3648742
0.08447023,0.3612866
0.08438139,0.3618326
0.08312566,0.3602041
0.08194628,0.3616088
0.08083137,0.3591252
0.08131203,0.359382
0.08101386,0.3558094
0.08098212,0.355604
0.0801994,0.3523464
0.07970771,0.3536688
0.07778673,0.3518819
0.07631877,0.35366
0.07476863,0.3518203
0.07434534,0.3529302
0.0738768,0.3499393
0.07438725,0.3494
0.07373977,0.3459559
0.07382936,0.3459813
0.07343316,0.3442281
0.07306495,0.3449896
0.07223697,0.3413073
0.07242557,0.3399848
0.07253492,0.335831
0.07368119,0.3354384
0.07407118,0.3321614
0.07509741,0.3322005
0.07429722,0.3288519
0.07472524,0.3288045
0.07412194,0.3268106
0.07487138,0.3277804
0.07507688,0.325431
0.0759287,0.3251823
0.07581531,0.3208677
0.07601874,0.3200188
0.07556983,0.3169282
0.0758853,0.3174637
0.07648934,0.3142663
0.07787012,0.3143721
0.07779761,0.3110771
0.07802744,0.3112823
0.07773495,0.3086239
0.0783484,0.30844
0.07813734,0.3048992
0.07832164,0.3045401
0.07713967,0.3019331
0.07624407,0.3027487
0.07445211,0.3014967
