N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.1190748,1.255302,-0.3636958,0.5335488,-0.2966544,-0.659102,0.439211
0.1190748,1.255302,-0.3636958,0.5335488,-0.2966544,-0.659102,0.439211
0.1192429,1.255247,-0.3639223,0.5337758,-0.2948928,-0.659434,0.4396231
0.1192452,1.255276,-0.3642547,0.5339428,-0.2933674,-0.6601841,0.4393149
0.1189966,1.255171,-0.3645449,0.5334474,-0.2916012,-0.66138,0.439294
0.1189966,1.255171,-0.3645449,0.5334474,-0.2916012,-0.66138,0.439294
0.1189861,1.255074,-0.3648271,0.5331152,-0.2897509,-0.66229,0.4395504
0.1189324,1.25502,-0.36512,0.5330811,-0.2885429,-0.663005,0.4393086
0.118841,1.255028,-0.3653244,0.5327198,-0.2872234,-0.6637275,0.4395204
0.118841,1.255028,-0.3653244,0.5327198,-0.2872234,-0.6637275,0.4395204
0.1188334,1.255034,-0.3652892,0.5323085,-0.2864321,-0.664237,0.4397653
0.1187797,1.255003,-0.3651429,0.5321812,-0.2865549,-0.6642924,0.4397558
0.1187797,1.255003,-0.3651429,0.5321812,-0.2865549,-0.6642924,0.4397558
0.1189034,1.25504,-0.3650013,0.5326772,-0.2872776,-0.6637962,0.4394327
0.1189228,1.255044,-0.3649624,0.5333686,-0.2881881,-0.663464,0.4384989
0.1189228,1.255044,-0.3649624,0.5333686,-0.2881881,-0.663464,0.4384989
0.1188905,1.255033,-0.3649607,0.53348,-0.2882826,-0.6634764,0.4382821
0.119026,1.255016,-0.3649119,0.533645,-0.2882318,-0.6631991,0.4385344
0.119026,1.255016,-0.3649119,0.533645,-0.2882318,-0.6631991,0.4385344
0.1190193,1.255055,-0.3650177,0.5337933,-0.2884334,-0.6631566,0.4382856
0.119019,1.255119,-0.3651093,0.5339033,-0.2884327,-0.6631923,0.438098
0.1189704,1.255182,-0.3652192,0.5339106,-0.288543,-0.6631955,0.4380116
0.1189704,1.255182,-0.3652192,0.5339106,-0.288543,-0.6631955,0.4380116
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1189359,1.255189,-0.3652458,0.5338424,-0.288709,-0.6631425,0.4380655
0.1191359,1.255532,-0.3654475,0.5353357,-0.2915346,-0.660217,0.4387901
0.1191359,1.255532,-0.3654475,0.5353357,-0.2915346,-0.660217,0.4387901
0.1191999,1.255443,-0.3653737,0.5363399,-0.2927042,-0.6593677,0.4380615
0.1192333,1.255322,-0.3653264,0.5376853,-0.2939047,-0.6584174,0.4370368
0.1192333,1.255322,-0.3653264,0.5376853,-0.2939047,-0.6584174,0.4370368
0.119282,1.255239,-0.3652542,0.5385941,-0.2949106,-0.6576307,0.4364241
0.1193922,1.255389,-0.365328,0.5406839,-0.2966903,-0.6560639,0.4349898
0.1195311,1.25548,-0.3652421,0.5425506,-0.2979951,-0.6544553,0.4341959
0.1195311,1.25548,-0.3652421,0.5425506,-0.2979951,-0.6544553,0.4341959
0.1195678,1.25551,-0.3651751,0.5435147,-0.2987427,-0.6535454,0.4338468
0.1195678,1.25551,-0.3651751,0.5435147,-0.2987427,-0.6535454,0.4338468
0.1198195,1.255572,-0.3648188,0.5496834,-0.3035191,-0.6477575,0.4314331
0.1198195,1.255572,-0.3648188,0.5496834,-0.3035191,-0.6477575,0.4314331
0.1198434,1.255545,-0.3645961,0.5521569,-0.3056836,-0.6451213,0.4306957
0.1198434,1.255545,-0.3645961,0.5521569,-0.3056836,-0.6451213,0.4306957
0.119888,1.255634,-0.3645399,0.5536256,-0.3065234,-0.6435614,0.4305473
0.1198366,1.255636,-0.3643708,0.5550097,-0.3077578,-0.641996,0.4302215
0.1198366,1.255636,-0.3643708,0.5550097,-0.3077578,-0.641996,0.4302215
0.1198196,1.255605,-0.3641831,0.5561995,-0.3088786,-0.6405691,0.4300087
