N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
-0.05679712,0.9899834,-0.4358384,0.4117392,-0.4694302,-0.574788,0.5288902
-0.05675323,0.9900272,-0.4358633,0.4114172,-0.4695246,-0.5748221,0.52902
-0.0568263,0.9901109,-0.435827,0.4104816,-0.4701099,-0.5748795,0.5291646
-0.0568263,0.9901109,-0.435827,0.4104816,-0.4701099,-0.5748795,0.5291646
-0.05692644,0.9900878,-0.4360152,0.4101268,-0.4705819,-0.5749855,0.5289049
-0.05700866,0.9901123,-0.4361531,0.410102,-0.4706753,-0.575208,0.528599
-0.0569259,0.9901075,-0.4362232,0.4100462,-0.4706231,-0.5753976,0.5284825
-0.05688102,0.9901021,-0.4362206,0.4099673,-0.4705896,-0.5754837,0.5284797
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05706303,0.9901165,-0.436359,0.4098584,-0.4706983,-0.5759078,0.5280051
-0.05763324,0.9899648,-0.4368958,0.4113474,-0.4710017,-0.5770995,0.5252684
-0.05775445,0.9899518,-0.4368564,0.4119797,-0.4714943,-0.5768491,0.5246056
-0.05775445,0.9899518,-0.4368564,0.4119797,-0.4714943,-0.5768491,0.5246056
-0.05814146,0.9898419,-0.4372204,0.413044,-0.4719473,-0.5768951,0.5233091
-0.05860645,0.9897693,-0.4375266,0.414288,-0.4729012,-0.5765507,0.5218421
-0.05860645,0.9897693,-0.4375266,0.414288,-0.4729012,-0.5765507,0.5218421
