x,y
-0.4988273,0.6169268
-0.4971435,0.6169338
-0.5009928,0.6225252
-0.5012675,0.6229477
-0.5073367,0.630244
-0.507567,0.6312854
-0.5123955,0.6378813
-0.5109609,0.6377114
-0.5163096,0.644578
-0.5165727,0.644651
-0.5222511,0.6509046
-0.5227748,0.6505059
-0.529063,0.654984
-0.5288553,0.6522275
-0.5328495,0.6559495
-0.5312388,0.6542831
-0.5358104,0.6601145
-0.535581,0.6591714
-0.5397488,0.6630499
-0.538157,0.6595107
-0.5416107,0.6606722
-0.5407179,0.6571189
-0.544378,0.6602237
-0.5426599,0.6575996
-0.5441108,0.6606159
-0.5408183,0.6578694
-0.540602,0.6605038
-0.5351587,0.6567791
-0.5351442,0.657999
-0.5309757,0.6545068
-0.5285369,0.6561303
-0.5218662,0.6534235
-0.5175412,0.6533745
-0.5098891,0.6501263
-0.501292,0.6474108
-0.4912294,0.6444111
-0.4800587,0.6421551
-0.4662511,0.6394493
-0.451479,0.6366585
-0.4355802,0.6335764
-0.4199139,0.6304694
-0.4027057,0.6288688
-0.3845997,0.6271309
-0.3639541,0.6251149
-0.3429959,0.6231386
-0.3227226,0.6213311
-0.3020191,0.6201218
-0.2809136,0.6199369
-0.2587379,0.6187337
-0.2355264,0.6170347
-0.2126316,0.6148218
-0.1912532,0.6124672
-0.1704315,0.6122484
-0.1511846,0.612951
-0.1315601,0.6128947
-0.111116,0.6108841
-0.08927917,0.6071175
-0.06587023,0.6039088
-0.04258318,0.6017426
-0.02258071,0.6006654
-0.004709778,0.6002264
0.01243031,0.5994726
0.03184989,0.5972425
0.05110764,0.5951824
0.06901371,0.5936757
0.08689587,0.5913141
0.1037436,0.5880646
0.1215923,0.58529
0.1374768,0.5839849
0.1518065,0.5836182
0.1644059,0.5840431
0.1757333,0.5833708
0.1880866,0.5821883
0.1999546,0.5824724
0.2123026,0.5825316
0.2230752,0.5848306
0.2343639,0.587296
0.2447265,0.5894687
0.2558254,0.5898117
0.2662338,0.5888697
0.2763025,0.5877538
0.2865582,0.5870915
0.2975565,0.5869569
0.3088759,0.5862032
0.3190922,0.584806
0.3266618,0.5825658
0.3344675,0.5810376
0.3425498,0.5776158
0.3494813,0.5733377
0.356554,0.5672131
0.3618937,0.5597003
0.3674906,0.5517774
0.3734912,0.5437394
0.3784922,0.5359798
0.3837765,0.5271615
0.3879164,0.5158086
0.3921149,0.5036387
0.3948763,0.4912273
0.3974069,0.4780569
0.3995092,0.4656972
0.4027842,0.45632
0.4045529,0.448191
0.4059225,0.4400415
0.4066968,0.4296041
0.4071329,0.4156675
0.40768,0.3995146
0.4083472,0.385278
0.4091988,0.3748347
0.408146,0.3670025
0.4079342,0.3606411
0.408014,0.3518099
0.4093662,0.3413849
0.410115,0.3329258
0.4085301,0.3266606
0.408213,0.324375
0.405161,0.3188937
0.4051296,0.3140178
0.4026634,0.3073266
0.402472,0.303628
0.3989815,0.299728
0.3973872,0.2993393
0.3937644,0.2963556
0.3934562,0.2955703
0.3906693,0.2911781
0.3911605,0.28896
0.3886579,0.2847714
0.3898163,0.2829039
0.3873727,0.2792754
0.3876107,0.2777127
0.3847292,0.2735578
0.3849365,0.2705376
0.3824974,0.2649256
0.3835721,0.2611788
0.3819157,0.2558806
0.3834733,0.2528569
0.3817601,0.2485163
0.3832014,0.2461233
0.3818476,0.2430698
