x,y
-0.5437958,0.7228943
-0.5480892,0.7288077
-0.5487314,0.7288312
-0.5557213,0.7367882
-0.5566815,0.7388957
-0.5606911,0.7460424
-0.5591975,0.7440283
-0.5627906,0.7489442
-0.561522,0.7480549
-0.5643902,0.7547734
-0.5608096,0.7527271
-0.5621501,0.7561439
-0.5583902,0.7523071
-0.5583688,0.7542331
-0.5534118,0.7499435
-0.551698,0.7488784
-0.5470725,0.7440983
-0.5465649,0.7448666
-0.5422285,0.7413364
-0.5410593,0.7432002
-0.5356323,0.7401724
-0.533156,0.7421885
-0.5273466,0.7394996
-0.5262278,0.7406996
-0.5209827,0.73756
-0.5176279,0.7376959
-0.5109652,0.733385
-0.5042341,0.7320836
-0.4947846,0.729386
-0.4821898,0.7274612
-0.4666881,0.724205
-0.4494572,0.7209074
-0.4267649,0.7187201
-0.4028642,0.7167849
-0.3744799,0.7153834
-0.346,0.712534
-0.3174815,0.7104381
-0.2877677,0.7094277
-0.2560828,0.7088749
-0.2236584,0.7089489
-0.1890426,0.707902
-0.1546962,0.707076
-0.1204747,0.707716
-0.08563751,0.7099434
-0.0496852,0.7114623
-0.01336101,0.7117724
0.02196903,0.7110461
0.0556521,0.7088675
0.08693857,0.7055736
0.1172325,0.7022392
0.1452954,0.6983683
0.1725193,0.694716
0.196672,0.6905472
0.2195987,0.6865213
0.2407798,0.6820045
0.259576,0.6754788
0.2756104,0.6660123
0.2889344,0.6529865
0.3000951,0.6369244
0.3087725,0.6225591
0.315614,0.6124074
0.3183555,0.6061516
0.3225335,0.5983523
0.3246304,0.5890334
0.3273279,0.5777984
0.3276142,0.5690073
0.3257819,0.5630811
0.3238226,0.5644373
0.3197902,0.5614218
0.3178306,0.5607267
0.3138521,0.5548841
0.3121581,0.5516363
0.307398,0.5466665
0.3023279,0.5471656
0.2954426,0.5447723
0.2911538,0.5439565
0.286087,0.5392559
0.2832076,0.5358891
0.2794652,0.5298177
0.2766135,0.5256064
0.2730306,0.5186555
0.2703403,0.5127048
0.2676757,0.50581
0.2666851,0.5037383
0.2651197,0.4995869
0.2666501,0.5010058
0.2668662,0.4969713
0.2694959,0.4948724
0.2700946,0.4880368
0.2727336,0.4846667
0.2722864,0.4807618
0.2742688,0.4817763
0.2741995,0.4781443
0.2762009,0.4773194
0.276577,0.4706444
0.2778929,0.4654403
0.2778904,0.4577261
0.2788993,0.4535921
0.2782648,0.4485084
0.2795681,0.4470049
0.2798131,0.4404842
0.2824537,0.4329555
0.2840547,0.4232759
