x,y
-0.2357361,0.5334494
-0.2383713,0.5353913
-0.2421869,0.54352
-0.2484435,0.5548137
-0.2458404,0.5517397
-0.2482817,0.558435
-0.2484445,0.5589944
-0.2506463,0.5649521
-0.2502354,0.5669524
-0.252082,0.5763648
-0.2518896,0.5809246
-0.2535807,0.5886177
-0.2518004,0.5883265
-0.2525929,0.5938977
-0.2503623,0.5936688
-0.2532088,0.6013085
-0.2486101,0.6006242
-0.2498898,0.6070134
-0.2480971,0.6067245
-0.2477952,0.6113704
-0.2457524,0.6107782
-0.2448223,0.6150576
-0.2423528,0.6141399
-0.2413318,0.617584
-0.2386205,0.6152793
-0.2402009,0.6201472
-0.239079,0.6197605
-0.2419315,0.6240944
-0.2415712,0.6214968
-0.2426275,0.6223345
-0.2413332,0.6194388
-0.2423689,0.6216137
-0.2403408,0.6181242
-0.23876,0.6201491
-0.2344635,0.6171608
-0.2319205,0.6190098
-0.2273638,0.6160952
-0.2230976,0.6183288
-0.2166597,0.6159335
-0.211372,0.6174908
-0.2035451,0.6163812
-0.1958276,0.6167703
-0.1869318,0.6159412
-0.1782765,0.6155734
-0.1697759,0.6151464
-0.1609553,0.6139019
-0.1516103,0.613011
-0.1417274,0.6130418
-0.1317526,0.6144101
-0.1208062,0.6158414
-0.1104256,0.6179831
-0.09920108,0.6182735
-0.08729712,0.6177764
-0.07585042,0.6169648
-0.0645794,0.6167978
-0.05359573,0.6185001
-0.04343155,0.6200185
-0.03314544,0.6198764
-0.02271448,0.6183463
-0.01281968,0.6168008
-0.002288599,0.6171478
0.009674704,0.618203
0.0236754,0.6181164
0.03713834,0.6169447
0.04836816,0.6154394
0.0594416,0.6153321
0.06983311,0.6164242
0.0807291,0.6177701
0.09034892,0.6182367
0.09858809,0.6169208
0.1056767,0.6136155
0.1115217,0.6116859
0.115646,0.606716
0.1195967,0.6074961
0.1223537,0.6035508
0.1241586,0.6041299
0.1244921,0.5989253
0.1250903,0.5972711
0.1236857,0.590577
0.1244756,0.5858522
0.1238908,0.5785533
0.1240934,0.5736169
0.123233,0.5663412
0.1237781,0.560587
0.1238419,0.552187
0.1253778,0.5409501
0.1271571,0.530003
0.1299751,0.5193595
0.1335189,0.5104643
0.1383243,0.5029834
0.1436883,0.4944391
0.149905,0.4838103
0.1558056,0.470902
0.16265,0.4566566
0.1700526,0.4410227
0.1772342,0.4249817
0.1855893,0.4066053
0.1936701,0.3926373
0.1990816,0.3824275
0.2017073,0.3748616
0.204877,0.3681841
0.2095079,0.3599543
0.2152091,0.3502284
0.2212272,0.340696
0.227535,0.3363469
0.2313249,0.3348714
0.2361287,0.3351555
0.2380433,0.3316557
0.2417702,0.3283462
0.2440827,0.3220457
0.24712,0.3186125
0.2478081,0.3147578
0.2503378,0.3141943
0.2500389,0.3111244
0.2519514,0.3110799
0.2509847,0.3075884
0.2514002,0.3065979
0.2491514,0.3031794
0.2495503,0.3037009
0.2478499,0.3019889
0.248794,0.3035346
0.2475085,0.3008794
0.2483728,0.3005662
0.246757,0.2968945
0.2472643,0.2966919
0.245867,0.293637
0.2473415,0.2933834
0.2466282,0.2901529
0.2477755,0.2896553
0.2467636,0.286834
0.2477695,0.2867461
0.2466117,0.2843257
0.2480852,0.2844812
0.2466717,0.2819667
0.2475971,0.2817919
0.2459144,0.278699
0.24636,0.2773213
0.2453216,0.2727556
0.2461579,0.2709211
0.245274,0.2679747
0.2460706,0.2688567
0.2437138,0.2669103
0.2446038,0.2663144
0.242402,0.2629038
0.242034,0.2621142
