x,y
-0.1350849,0.4439043
-0.134524,0.4424095
-0.1360831,0.4458745
-0.1368844,0.4464919
-0.1388938,0.4512179
-0.1400909,0.4512262
-0.1420222,0.4559123
-0.1434568,0.4568083
-0.1471249,0.4629652
-0.1494372,0.4652514
-0.1534509,0.4716957
-0.155099,0.4720658
-0.1589277,0.4762244
-0.1615173,0.4763114
-0.1660202,0.4821275
-0.1694622,0.4833391
-0.1741028,0.4881549
-0.1761548,0.4865813
-0.1804008,0.4891578
-0.1818435,0.487636
-0.185495,0.4908971
-0.1868854,0.489407
-0.1896179,0.4919294
-0.1897029,0.489022
-0.1913147,0.4904565
-0.1915845,0.4876874
-0.1933725,0.4902147
-0.193588,0.4884438
-0.1939689,0.4914566
-0.1924673,0.4895942
-0.1933174,0.4921931
-0.1911286,0.4903538
-0.1903523,0.4927292
-0.1871414,0.4900237
-0.1847875,0.4912536
-0.1796283,0.4898573
-0.1760434,0.4925306
-0.1695233,0.491586
-0.161953,0.4938909
-0.1538719,0.4948879
-0.1456806,0.4964027
-0.1367692,0.4981322
-0.1266733,0.5004854
-0.1157283,0.5030444
-0.1031484,0.5056276
-0.09171627,0.5088626
-0.08165955,0.5118539
-0.07163788,0.514393
-0.06060624,0.5163755
-0.04941131,0.5175495
-0.03692306,0.5189286
-0.02442056,0.5201759
-0.01165174,0.5220969
0.0003113602,0.5240777
0.01209962,0.5259406
0.02360032,0.5272649
0.03608452,0.5283255
0.04799325,0.5292524
0.06042205,0.5303175
0.07129301,0.5315021
0.08079828,0.5325409
0.0899367,0.5337321
0.09865562,0.5339368
0.1065551,0.5324535
0.1133433,0.532139
0.1175165,0.5297785
0.1211005,0.532398
0.1231798,0.5303177
0.1255419,0.5335795
0.1269578,0.5308235
0.1292192,0.5331312
0.1280008,0.5294691
0.1276484,0.5304876
0.1261965,0.5263283
0.1255752,0.5259565
0.1232871,0.5219972
0.1217599,0.5220203
0.118049,0.5174068
0.1159358,0.5171251
0.1120637,0.5123746
0.1098002,0.510972
0.106347,0.5059872
0.1031213,0.5055546
0.09891719,0.5022936
0.09498676,0.5023179
0.09097779,0.4977857
0.08780364,0.4960923
0.08412989,0.4916604
0.0811291,0.4920331
0.07832169,0.4891664
0.07647436,0.4907439
0.07405333,0.487324
0.07276488,0.4877776
0.07037473,0.4837957
0.06891858,0.4842026
0.06724059,0.4806865
0.06654779,0.4822823
0.06571662,0.4799014
0.06552825,0.4813337
0.06495092,0.4782297
0.06458279,0.4791083
0.06452955,0.475868
0.06488786,0.4771266
0.06486858,0.4739205
0.06550832,0.4753811
0.06510472,0.472865
0.06525967,0.4748836
0.06507742,0.4721466
0.06575523,0.4739059
0.06571696,0.471528
0.06618895,0.4735257
0.06648261,0.4710517
0.06676601,0.4737997
0.06580235,0.4719026
0.06583805,0.4737934
