x,y
-0.09765981,0.2851892
-0.1007851,0.2914115
-0.1035404,0.2956386
-0.1070417,0.3024258
-0.1104128,0.3083421
-0.1142293,0.3171205
-0.1177668,0.3271511
-0.121815,0.3361231
-0.1255725,0.3422201
-0.1299586,0.348212
-0.1348334,0.351351
-0.1418316,0.3576875
-0.147045,0.3615438
-0.1527934,0.3663101
-0.1565597,0.3683805
-0.1614266,0.3734595
-0.16475,0.3771634
-0.1706475,0.3835768
-0.1756325,0.3863391
-0.1803911,0.3898199
-0.1824727,0.3892884
-0.1854741,0.3933251
-0.1869249,0.3926511
-0.191135,0.3965815
-0.1938237,0.3956917
-0.1986003,0.3986383
-0.2002762,0.3977949
-0.202485,0.4017658
-0.2018853,0.4014649
-0.2029226,0.4045489
-0.2026156,0.402917
-0.2029129,0.4043079
-0.2008454,0.4017474
-0.2000529,0.4029464
-0.1943872,0.4005324
-0.1910499,0.4020497
-0.1859504,0.4017976
-0.1824958,0.405783
-0.1771407,0.4076098
-0.1724117,0.4120117
-0.164729,0.4136154
-0.157563,0.4155156
-0.1483688,0.4155428
-0.1409153,0.4147123
-0.1338111,0.4163069
-0.1259975,0.4182871
-0.1170624,0.4210404
-0.106517,0.423084
-0.09586579,0.424706
-0.08451621,0.4267247
-0.07171161,0.4290091
-0.05960032,0.4311293
-0.04631481,0.4316316
-0.03353916,0.4317279
-0.02103391,0.4309593
-0.009451496,0.4301592
0.001738526,0.4306097
0.01333155,0.4328523
0.02577245,0.4350908
0.03886111,0.4367328
0.05156421,0.4371055
0.06272759,0.4371102
0.07184239,0.4370318
0.0805738,0.4382007
0.08918786,0.4400952
0.09731545,0.4419644
0.1038589,0.4416071
0.1100746,0.4435519
0.1129982,0.4415286
0.1173676,0.4429914
0.1199549,0.4400962
0.1230526,0.4398259
0.1240631,0.4360832
0.1248162,0.4361229
0.1222614,0.4327265
0.1211051,0.4328776
0.1193097,0.4285736
0.119948,0.4286692
0.1195635,0.4246884
0.1200791,0.4242162
0.1198942,0.4185769
0.1202309,0.4134789
0.1207899,0.4054228
0.1221091,0.3994432
0.1230442,0.3940064
0.124112,0.3937081
0.1243236,0.3916027
0.1261204,0.39307
0.1274873,0.3905073
0.1298429,0.3906918
0.1305148,0.388595
0.1324896,0.3913389
0.1324259,0.390626
0.1328868,0.393371
0.131951,0.3920548
0.1326748,0.3941096
0.1327869,0.3915489
0.1333327,0.3923579
0.1316054,0.3901689
0.1309819,0.3918637
0.1266398,0.3910361
0.1248131,0.3930648
0.1235296,0.3913108
0.1239001,0.3926536
0.1234084,0.3900215
0.124097,0.3914596
0.1234643,0.3895339
0.1239915,0.3920028
0.1232498,0.3908513
0.1236991,0.3938755
0.1230504,0.3928065
0.1239319,0.3958047
0.1238453,0.3942515
0.124895,0.3966208
0.1248607,0.394035
0.1259946,0.3953042
0.1260299,0.3932006
0.1273463,0.394717
0.1274312,0.3918153
0.1281995,0.3924732
0.1270009,0.3902493
0.1279694,0.391916
0.1277539,0.3901175
0.1293302,0.3917324
0.1290192,0.3891915
