N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.006562375,1.248636,-0.1194058,0.553449,-0.3359626,-0.6440573,0.4074477
0.006620981,1.248689,-0.1196934,0.5530208,-0.3342483,-0.6456383,0.4069365
0.006576832,1.248678,-0.1198157,0.5524201,-0.3333688,-0.6465563,0.4070163
0.006548837,1.248621,-0.1202223,0.5514883,-0.3311139,-0.648423,0.407151
0.006564349,1.24861,-0.120527,0.5513167,-0.3299147,-0.6493891,0.4068169
0.006410234,1.248634,-0.1211921,0.550906,-0.3275833,-0.6515422,0.4058134
0.006410234,1.248634,-0.1211921,0.550906,-0.3275833,-0.6515422,0.4058134
0.006317571,1.248628,-0.1218521,0.5507299,-0.3254645,-0.653412,0.4047496
0.006315451,1.248618,-0.1221595,0.5508383,-0.3245748,-0.654142,0.4041369
0.006315906,1.248576,-0.1225553,0.550944,-0.323626,-0.6552284,0.4029922
0.006291915,1.248552,-0.1226661,0.5508705,-0.3233833,-0.6556991,0.4025217
0.006277017,1.248452,-0.1228295,0.5507132,-0.3229629,-0.6565001,0.4017679
0.006272219,1.248442,-0.1228758,0.5507663,-0.3227828,-0.6567884,0.4013686
0.006226741,1.248485,-0.1229622,0.5509523,-0.3228832,-0.6571159,0.4004958
0.00624292,1.248503,-0.1229139,0.5508917,-0.3231886,-0.656992,0.4005359
0.006329939,1.248487,-0.1227587,0.5506127,-0.3235598,-0.6567778,0.4009708
0.006397225,1.248458,-0.1227122,0.5506036,-0.3236271,-0.656702,0.4010531
0.006467588,1.248407,-0.12266,0.5505859,-0.3238906,-0.6565198,0.4011629
0.006500885,1.248354,-0.1225317,0.5503701,-0.3244294,-0.6562063,0.4015366
0.006500885,1.248354,-0.1225317,0.5503701,-0.3244294,-0.6562063,0.4015366
0.006462608,1.248357,-0.1225102,0.5500962,-0.3249022,-0.6559267,0.4019862
0.00649339,1.248339,-0.122546,0.5499693,-0.3253342,-0.6554903,0.402522
0.006505162,1.24835,-0.1225769,0.5499826,-0.32551,-0.6553168,0.402644
0.006537512,1.248344,-0.1225673,0.549964,-0.3257471,-0.6550511,0.40291
0.006539784,1.248405,-0.1225343,0.5498623,-0.3260264,-0.6546809,0.4034244
0.006587632,1.248475,-0.1226009,0.5499464,-0.3260749,-0.6543489,0.4038089
0.006605215,1.248488,-0.1226252,0.5500229,-0.3262944,-0.6541056,0.4039217
0.006620072,1.248459,-0.1225665,0.5502536,-0.3269712,-0.6534704,0.4040883
0.006620072,1.248459,-0.1225665,0.5502536,-0.3269712,-0.6534704,0.4040883
0.006690033,1.248462,-0.1224325,0.5506672,-0.3273939,-0.6526729,0.4044711
0.006690033,1.248462,-0.1224325,0.5506672,-0.3273939,-0.6526729,0.4044711
0.006695826,1.248472,-0.1224192,0.5508252,-0.3273881,-0.6525279,0.4044948
0.006695826,1.248472,-0.1224192,0.5508252,-0.3273881,-0.6525279,0.4044948
0.006751198,1.248546,-0.122444,0.5516341,-0.3273149,-0.6519731,0.4043463
0.006782942,1.24854,-0.122371,0.5517802,-0.3276888,-0.6515766,0.4044834
0.00684626,1.248491,-0.1222405,0.5521441,-0.3284133,-0.6507483,0.4047326
0.00684626,1.248491,-0.1222405,0.5521441,-0.3284133,-0.6507483,0.4047326
0.006870195,1.248407,-0.1222266,0.5525788,-0.3288085,-0.6502205,0.4046665
0.006832406,1.248381,-0.1222278,0.5527086,-0.328904,-0.6500266,0.4047232
0.006791122,1.248395,-0.1223074,0.5531293,-0.3289818,-0.6497524,0.4045254
0.006778631,1.248415,-0.1222215,0.5533004,-0.3289636,-0.649591,0.4045655
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006806515,1.248427,-0.1221757,0.5534142,-0.3290374,-0.6494399,0.4045924
0.006744366,1.248464,-0.1219509,0.5538458,-0.329221,-0.6492062,0.4042273
0.006733179,1.248517,-0.1221873,0.5543133,-0.3285446,-0.6496594,0.4034079
