NoseWrinklerR,CheekRaiserR,LidTightenerR,UpperLipRaiserR,EyesClosedR,UpperLidRaiserR
-1.0,-1.0,-1.0,-1.0,0.001708523,4.28e-27
-1.0,-1.0,-1.0,-1.0,0.003507195,3.0200000000000003e-27
-1.0,-1.0,-1.0,-1.0,0.003507195,3.0200000000000003e-27
-1.0,-1.0,-1.0,-1.0,0.004364111,2.1300000000000002e-27
-1.0,-1.0,-1.0,-1.0,0.002447306,1.5e-27
-1.0,-1.0,-1.0,-1.0,0.002447306,1.5e-27
-1.0,-1.0,-1.0,-1.0,0.001422727,1.0600000000000002e-27
-1.0,-1.0,-1.0,-1.0,0.001422727,1.0600000000000002e-27
-1.0,-1.0,-1.0,-1.0,0.000852966,7.44e-28
-1.0,-1.0,-1.0,-1.0,0.000524954,5.24e-28
-1.0,-1.0,-1.0,-1.0,0.000524954,5.24e-28
-1.0,-1.0,-1.0,-1.0,0.000330332,3.6999999999999997e-28
-1.0,-1.0,-1.0,-1.0,0.000330332,3.6999999999999997e-28
-1.0,-1.0,-1.0,-1.0,0.00286776,2.61e-28
-1.0,-1.0,-1.0,-1.0,0.00286776,2.61e-28
-1.0,-1.0,-1.0,-1.0,0.001721564,1.84e-28
-1.0,-1.0,-1.0,-1.0,0.001721564,1.84e-28
-1.0,-1.0,-1.0,-1.0,0.000668081,9.120000000000001e-29
-1.0,-1.0,-1.0,-1.0,0.000668081,9.120000000000001e-29
-1.0,-1.0,-1.0,-1.0,0.003035395,6.43e-29
-1.0,-1.0,-1.0,-1.0,0.003035395,6.43e-29
-1.0,-1.0,-1.0,-1.0,0.001823292,4.53e-29
-1.0,-1.0,-1.0,-1.0,0.001823292,4.53e-29
-1.0,-1.0,-1.0,-1.0,0.003547854,3.19e-29
-1.0,-1.0,-1.0,-1.0,0.003547854,3.19e-29
-1.0,-1.0,-1.0,-1.0,0.004377719,2.2500000000000002e-29
-1.0,-1.0,-1.0,-1.0,0.004798341,1.59e-29
-1.0,-1.0,-1.0,-1.0,0.004798341,1.59e-29
-1.0,-1.0,-1.0,-1.0,0.005021565,1.1200000000000001e-29
-1.0,-1.0,-1.0,-1.0,0.005021565,1.1200000000000001e-29
-1.0,-1.0,-1.0,-1.0,0.005144919,7.88e-30
-1.0,-1.0,-1.0,-1.0,0.005144919,7.88e-30
-1.0,-1.0,-1.0,-1.0,0.005215547,5.55e-30
-1.0,-1.0,-1.0,-1.0,0.005257253,3.91e-30
-1.0,-1.0,-1.0,-1.0,0.005257253,3.91e-30
-1.0,-1.0,-1.0,-1.0,0.005282551,2.7599999999999998e-30
-1.0,-1.0,-1.0,-1.0,0.005298254,1.94e-30
-1.0,-1.0,-1.0,-1.0,0.009112932,1.37e-30
-1.0,-1.0,-1.0,-1.0,0.009112932,1.37e-30
-1.0,-1.0,-1.0,-1.0,0.02086679,9.65e-31
-1.0,-1.0,-1.0,-1.0,0.02086679,9.65e-31
-1.0,-1.0,-1.0,-1.0,0.01684282,6.8e-31
-1.0,-1.0,-1.0,-1.0,0.01102595,4.790000000000001e-31
-1.0,-1.0,-1.0,-1.0,0.01102595,4.790000000000001e-31
-1.0,-1.0,-1.0,-1.0,0.008300693,3.38e-31
-1.0,-1.0,-1.0,-1.0,0.008300693,3.38e-31
-1.0,-1.0,-1.0,-1.0,0.01472489,2.3800000000000003e-31
-1.0,-1.0,-1.0,-1.0,0.03329257,1.6800000000000001e-31
-1.0,-1.0,-1.0,-1.0,0.03329257,1.6800000000000001e-31
-1.0,-1.0,-1.0,-1.0,0.03171148,1.18e-31
-1.0,-1.0,-1.0,-1.0,0.03171148,1.18e-31
-1.0,-1.0,-1.0,-1.0,0.02758384,8.340000000000001e-32
-1.0,-1.0,-1.0,-1.0,0.02758384,8.340000000000001e-32
-1.0,-1.0,-1.0,-1.0,0.02445919,5.880000000000001e-32
-1.0,-1.0,-1.0,-1.0,0.01706268,4.14e-32
-1.0,-1.0,-1.0,-1.0,0.01706268,4.14e-32
-1.0,-1.0,-1.0,-1.0,0.01746237,2.92e-32
-1.0,-1.0,-1.0,-1.0,0.01746237,2.92e-32
-1.0,-1.0,-1.0,-1.0,0.02169296,2.06e-32
-1.0,-1.0,-1.0,-1.0,0.01587543,1.45e-32
-1.0,-1.0,-1.0,-1.0,0.01587543,1.45e-32
-1.0,-1.0,-1.0,-1.0,0.01666423,1.02e-32
-1.0,-1.0,-1.0,-1.0,0.01666423,1.02e-32
-1.0,-1.0,-1.0,-1.0,0.01717855,7.2e-33
-1.0,-1.0,-1.0,-1.0,0.01415393,5.08e-33
-1.0,-1.0,-1.0,-1.0,0.01415393,5.08e-33
-1.0,-1.0,-1.0,-1.0,0.01289631,3.5800000000000004e-33
-1.0,-1.0,-1.0,-1.0,0.01289631,3.5800000000000004e-33
-1.0,-1.0,-1.0,-1.0,0.01233674,2.52e-33
-1.0,-1.0,-1.0,-1.0,0.01207222,1.7800000000000002e-33
-1.0,-1.0,-1.0,-1.0,0.01207222,1.7800000000000002e-33
-1.0,-1.0,-1.0,-1.0,0.01194024,1.25e-33
-1.0,-1.0,-1.0,-1.0,0.01508723,8.83e-34
-1.0,-1.0,-1.0,-1.0,0.01508723,8.83e-34
-1.0,-1.0,-1.0,-1.0,0.01356722,6.22e-34
-1.0,-1.0,-1.0,-1.0,0.01356722,6.22e-34
-1.0,-1.0,-1.0,-1.0,0.01586938,4.38e-34
-1.0,-1.0,-1.0,-1.0,0.01586938,4.38e-34
-1.0,-1.0,-1.0,-1.0,0.01697372,3.09e-34
-1.0,-1.0,-1.0,-1.0,0.01444121,2.18e-34
-1.0,-1.0,-1.0,-1.0,0.01444121,2.18e-34
-1.0,-1.0,-1.0,-1.0,0.013211,1.5299999999999999e-34
-1.0,-1.0,-1.0,-1.0,0.013211,1.5299999999999999e-34
-1.0,-1.0,-1.0,-1.0,0.01258219,1.08e-34
-1.0,-1.0,-1.0,-1.0,0.01544884,7.620000000000001e-35
-1.0,-1.0,-1.0,-1.0,0.01544884,7.620000000000001e-35
-1.0,-1.0,-1.0,-1.0,0.01378906,5.37e-35
-1.0,-1.0,-1.0,-1.0,0.01378906,5.37e-35
-1.0,-1.0,-1.0,-1.0,0.01292412,3.7900000000000004e-35
-1.0,-1.0,-1.0,-1.0,0.01292412,3.7900000000000004e-35
-1.0,-1.0,-1.0,-1.0,0.0156462,2.67e-35
-1.0,-1.0,-1.0,-1.0,0.01690079,1.88e-35
-1.0,-1.0,-1.0,-1.0,0.01690079,1.88e-35
-1.0,-1.0,-1.0,-1.0,0.01447789,1.33e-35
-1.0,-1.0,-1.0,-1.0,0.008682453,9.34e-36
-1.0,-1.0,-1.0,-1.0,0.008682453,9.34e-36
-1.0,-1.0,-1.0,-1.0,0.00982929,6.58e-36
-1.0,-1.0,-1.0,-1.0,0.01052828,4.64e-36
-1.0,-1.0,-1.0,-1.0,0.01052828,4.64e-36
-1.0,-1.0,-1.0,-1.0,0.010964,3.27e-36
-1.0,-1.0,-1.0,-1.0,0.010964,3.27e-36
-1.0,-1.0,-1.0,-1.0,0.01124088,2.3e-36
-1.0,-1.0,-1.0,-1.0,0.01124088,2.3e-36
-1.0,-1.0,-1.0,-1.0,0.007780512,1.6200000000000002e-36
-1.0,-1.0,-1.0,-1.0,0.009133576,1.14e-36
-1.0,-1.0,-1.0,-1.0,0.009133576,1.14e-36
-1.0,-1.0,-1.0,-1.0,0.01001,8.070000000000001e-37
-1.0,-1.0,-1.0,-1.0,0.01001,8.070000000000001e-37
-1.0,-1.0,-1.0,-1.0,0.01058548,5.69e-37
-1.0,-1.0,-1.0,-1.0,0.007634423,4.0100000000000005e-37
-1.0,-1.0,-1.0,-1.0,0.007634423,4.0100000000000005e-37
-1.0,-1.0,-1.0,-1.0,0.009220908,2.82e-37
-1.0,-1.0,-1.0,-1.0,0.009220908,2.82e-37
-1.0,-1.0,-1.0,-1.0,0.0260648,1.99e-37
-1.0,-1.0,-1.0,-1.0,0.0260648,1.99e-37
-1.0,-1.0,-1.0,-1.0,0.05280691,1.4e-37
-1.0,-1.0,-1.0,-1.0,0.04171619,9.89e-38
-1.0,-1.0,-1.0,-1.0,0.04171619,9.89e-38
-1.0,-1.0,-1.0,-1.0,0.03883996,6.97e-38
-1.0,-1.0,-1.0,-1.0,0.03883996,6.97e-38
-1.0,-1.0,-1.0,-1.0,0.03800799,4.91e-38
-1.0,-1.0,-1.0,-1.0,0.03498032,3.46e-38
-1.0,-1.0,-1.0,-1.0,0.03498032,3.46e-38
-1.0,-1.0,-1.0,-1.0,0.03659699,2.44e-38
-1.0,-1.0,-1.0,-1.0,0.03474554,1.72e-38
-1.0,-1.0,-1.0,-1.0,0.03474554,1.72e-38
-1.0,-1.0,-1.0,-1.0,0.03354744,1.21e-38
-1.0,-1.0,-1.0,-1.0,0.03354744,1.21e-38
-1.0,-1.0,-1.0,-1.0,0.07086359,8.54e-39
-1.0,-1.0,-1.0,-1.0,0.1301164,6.02e-39
-1.0,-1.0,-1.0,-1.0,0.1301164,6.02e-39
-1.0,-1.0,-1.0,-1.0,0.1280959,4.24e-39
-1.0,-1.0,-1.0,-1.0,0.1280959,4.24e-39
-1.0,-1.0,-1.0,-1.0,0.09793718,2.99e-39
