N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.01034309,1.144118,-0.1293553,0.8165758,-0.4321384,-0.3065467,0.2291062
0.01028571,1.143804,-0.1290844,0.8158686,-0.43333,-0.3063378,0.2296536
0.01019244,1.143206,-0.1285872,0.8145359,-0.4355008,-0.3059875,0.2307421
0.01011055,1.142899,-0.1283275,0.8138636,-0.4365666,-0.305819,0.2313232
0.009956045,1.14212,-0.1276847,0.8120516,-0.4393606,-0.3053428,0.2330243
0.009956045,1.14212,-0.1276847,0.8120516,-0.4393606,-0.3053428,0.2330243
0.009825781,1.141668,-0.1272831,0.8108913,-0.4411162,-0.3050301,0.2341549
0.009778004,1.141487,-0.1270856,0.8104012,-0.4418363,-0.304854,0.2347225
0.00970844,1.141205,-0.1268092,0.8095018,-0.4431119,-0.3045838,0.2357701
0.00970844,1.141205,-0.1268092,0.8095018,-0.4431119,-0.3045838,0.2357701
0.009662695,1.141013,-0.1266192,0.8087043,-0.4442289,-0.3043071,0.2367602
0.009516649,1.141061,-0.1264039,0.807703,-0.4453565,-0.3042378,0.2381448
0.009516649,1.141061,-0.1264039,0.807703,-0.4453565,-0.3042378,0.2381448
0.009416007,1.14106,-0.1263584,0.8070189,-0.4460575,-0.3043041,0.2390652
0.009357745,1.141102,-0.126282,0.8062606,-0.4468498,-0.3043081,0.2401369
0.009357745,1.141102,-0.126282,0.8062606,-0.4468498,-0.3043081,0.2401369
0.009273404,1.141198,-0.1261599,0.8053842,-0.4477528,-0.3042539,0.2414609
0.009142993,1.14122,-0.1260538,0.8043517,-0.4488735,-0.3041902,0.2428979
0.009019818,1.141224,-0.1259028,0.8036571,-0.4497159,-0.3041108,0.2437365
0.008631252,1.141274,-0.1254818,0.8018396,-0.4518081,-0.3039247,0.2460745
0.008336991,1.141278,-0.1252142,0.8006616,-0.4531306,-0.3038893,0.2475178
0.007639965,1.141229,-0.1244519,0.7979104,-0.4563259,-0.303491,0.2509958
0.007639965,1.141229,-0.1244519,0.7979104,-0.4563259,-0.303491,0.2509958
0.006494701,1.141153,-0.1232283,0.7929545,-0.4620598,-0.3030746,0.2566509
0.006494701,1.141153,-0.1232283,0.7929545,-0.4620598,-0.3030746,0.2566509
0.005874205,1.141177,-0.1223658,0.7894891,-0.4659184,-0.3025725,0.2609157
0.005107552,1.141162,-0.1214452,0.7855331,-0.4704036,-0.3021193,0.2652965
0.005107552,1.141162,-0.1214452,0.7855331,-0.4704036,-0.3021193,0.2652965
0.004162516,1.141152,-0.120289,0.7809323,-0.4757312,-0.3015048,0.2700361
0.003213,1.141185,-0.1191018,0.776114,-0.4811986,-0.3007237,0.2750641
0.002250873,1.141201,-0.1178481,0.7710048,-0.4868397,-0.2998692,0.2803876
0.002250873,1.141201,-0.1178481,0.7710048,-0.4868397,-0.2998692,0.2803876
0.001120403,1.141205,-0.1164961,0.7654874,-0.4929878,-0.2989316,0.2857132
