N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.08503661,1.161895,-0.08310197,0.3025909,-0.4274135,-0.5455181,0.6543444
0.08519704,1.161909,-0.08320145,0.3031742,-0.4279507,-0.5446484,0.6544477
0.08525854,1.161908,-0.08321582,0.3034426,-0.4282991,-0.5441923,0.6544749
0.08525911,1.161961,-0.08336861,0.3039777,-0.4286895,-0.5435847,0.6544758
0.0853714,1.161913,-0.08348612,0.3047586,-0.4291658,-0.5427777,0.6544703
0.0853714,1.161913,-0.08348612,0.3047586,-0.4291658,-0.5427777,0.6544703
0.08543429,1.161947,-0.0834225,0.3056409,-0.4300956,-0.5416127,0.6544136
0.08536487,1.162139,-0.08336337,0.306595,-0.4311888,-0.5403188,0.6543175
0.08529122,1.1622,-0.08331059,0.3076165,-0.4320845,-0.5392358,0.6541405
0.08529122,1.1622,-0.08331059,0.3076165,-0.4320845,-0.5392358,0.6541405
0.08525328,1.162195,-0.08336942,0.3091434,-0.4329199,-0.5380332,0.6538585
0.08513148,1.162222,-0.08337747,0.3099967,-0.433418,-0.5373865,0.6536564
0.08506262,1.162322,-0.08334158,0.3116659,-0.434435,-0.5359142,0.6533962
0.08513661,1.162365,-0.08328249,0.3135693,-0.435376,-0.534133,0.6533177
0.08487613,1.16239,-0.08331685,0.3156223,-0.4365867,-0.5326169,0.6527586
0.08474316,1.16243,-0.08333205,0.3167327,-0.437259,-0.5318124,0.6524267
0.08472899,1.162515,-0.08331217,0.3193808,-0.4386208,-0.5296216,0.6520036
0.08472899,1.162515,-0.08331217,0.3193808,-0.4386208,-0.5296216,0.6520036
0.08484089,1.162653,-0.08331244,0.3213211,-0.4394436,-0.5279925,0.6518176
0.08514158,1.163006,-0.08315803,0.3269121,-0.4424582,-0.5229605,0.6510542
0.08514366,1.163152,-0.08286713,0.3301431,-0.4451605,-0.5199188,0.650017
0.08464418,1.163315,-0.08219258,0.3365019,-0.451833,-0.51384,0.6469791
0.08444588,1.163561,-0.08175762,0.3438173,-0.4579338,-0.5071302,0.6441314
0.08440323,1.163801,-0.08137728,0.3521438,-0.4641739,-0.4995706,0.6410667
0.08440323,1.163801,-0.08137728,0.3521438,-0.4641739,-0.4995706,0.6410667
0.08405981,1.164005,-0.08085366,0.3601018,-0.4712003,-0.4920096,0.6373567
0.08395661,1.164234,-0.08051135,0.3683346,-0.4772879,-0.4841851,0.6341062
0.084098,1.164435,-0.08033513,0.3777728,-0.4833919,-0.4755243,0.6304734
0.084098,1.164435,-0.08033513,0.3777728,-0.4833919,-0.4755243,0.6304734
0.08392712,1.164535,-0.08020274,0.3823519,-0.4868998,-0.4712557,0.6282147
0.08344018,1.164728,-0.07979123,0.3908549,-0.494137,-0.4628532,0.6235608
0.08323999,1.164788,-0.07957833,0.3949123,-0.4974041,-0.4587091,0.6214656
0.08298997,1.164966,-0.07929708,0.4033789,-0.5033869,-0.4502215,0.617404
0.08293755,1.16508,-0.07908802,0.4077682,-0.5064545,-0.445598,0.6153628
0.08293799,1.165204,-0.07885899,0.4123083,-0.5096244,-0.4407868,0.6131818
0.08255139,1.165373,-0.07839318,0.4214828,-0.5164931,-0.4311983,0.6079927
0.08230064,1.165524,-0.0780832,0.4313654,-0.5233371,-0.4209925,0.6023351
0.08214399,1.165628,-0.07791473,0.4363999,-0.5269962,-0.4156771,0.5992017
0.0814768,1.165805,-0.07744555,0.4458188,-0.5346507,-0.4053686,0.592512
0.08063941,1.165955,-0.07694249,0.4541548,-0.5416766,-0.3958492,0.5862024
0.08063941,1.165955,-0.07694249,0.4541548,-0.5416766,-0.3958492,0.5862024
0.08030588,1.165989,-0.07670473,0.4581188,-0.5447807,-0.3912471,0.583324
0.07972664,1.166012,-0.07641207,0.4658602,-0.5499987,-0.3827221,0.5779269
0.07956082,1.166031,-0.07631712,0.4697599,-0.5522906,-0.3785984,0.5752949
0.07926506,1.166186,-0.0760731,0.4769468,-0.556179,-0.3706401,0.5708001
0.07936177,1.166303,-0.07574122,0.4838297,-0.5592672,-0.3625926,0.5671469
0.0794201,1.166358,-0.07550831,0.4906923,-0.5618916,-0.355101,0.5633848
0.0794201,1.166358,-0.07550831,0.4906923,-0.5618916,-0.355101,0.5633848
0.07947546,1.166382,-0.07554387,0.497769,-0.5641487,-0.3480031,0.5593355
0.07951103,1.166381,-0.07557385,0.5011883,-0.5652113,-0.3445444,0.5573469
0.07952791,1.166348,-0.07566203,0.5076438,-0.567062,-0.3383484,0.5534065
0.07956971,1.166397,-0.07578693,0.5136364,-0.5683107,-0.3329051,0.5498863
0.07954811,1.166358,-0.07584165,0.5163497,-0.5689343,-0.330395,0.5482116
0.07952482,1.166259,-0.07610573,0.5214953,-0.5698198,-0.3263475,0.5448352
0.07943457,1.166179,-0.07630266,0.523785,-0.5700963,-0.3248892,0.5432187
0.07932452,1.166013,-0.07676978,0.5277744,-0.5701471,-0.3229331,0.5404636
0.07932452,1.166013,-0.07676978,0.5277744,-0.5701471,-0.3229331,0.5404636
0.07911044,1.165685,-0.07748319,0.530696,-0.5697403,-0.3228467,0.5380779
0.07876894,1.165253,-0.07866575,0.5326322,-0.5681497,-0.3255401,0.5362206
0.07879228,1.164681,-0.0804892,0.5341343,-0.5644912,-0.3307317,0.5354128
0.07879228,1.164681,-0.0804892,0.5341343,-0.5644912,-0.3307317,0.5354128
0.0791572,1.164006,-0.08278771,0.5355639,-0.5593977,-0.3375577,0.5350704
0.07936025,1.163612,-0.08402376,0.5361693,-0.5565057,-0.3414298,0.535023
0.07948531,1.163248,-0.08533613,0.5366628,-0.5535093,-0.3456409,0.5349328
0.07987152,1.162654,-0.08777694,0.5372481,-0.5474861,-0.354105,0.5350077
0.07999986,1.162374,-0.08889996,0.5372167,-0.5445449,-0.3583995,0.535181
0.08013558,1.16165,-0.09170873,0.5362798,-0.5363988,-0.3710999,0.5356914
0.08013558,1.16165,-0.09170873,0.5362798,-0.5363988,-0.3710999,0.5356914
0.08009721,1.161173,-0.09330411,0.5350619,-0.5314811,-0.3795686,0.5358771
0.08007103,1.160937,-0.09411077,0.534296,-0.529003,-0.384035,0.5359113
0.07986181,1.160477,-0.09578554,0.5323161,-0.523849,-0.3936065,0.5359998
0.07941747,1.160002,-0.09770899,0.5296267,-0.5182373,-0.404651,0.5358949
0.07941747,1.160002,-0.09770899,0.5296267,-0.5182373,-0.404651,0.5358949
0.0787833,1.15943,-0.1008116,0.5242442,-0.508213,-0.4234489,0.5362637
0.0787833,1.15943,-0.1008116,0.5242442,-0.508213,-0.4234489,0.5362637
0.0785128,1.159242,-0.1018829,0.5220257,-0.5043718,-0.4301572,0.5367151
0.07806737,1.158852,-0.1038377,0.5175065,-0.4964425,-0.4432942,0.5377938
0.07796567,1.158722,-0.1047705,0.5154285,-0.4924436,-0.4495066,0.538309
0.07822099,1.158724,-0.1066783,0.5121835,-0.4844314,-0.4604838,0.5393969
0.07846136,1.15876,-0.1076638,0.5109065,-0.4807231,-0.4654426,0.5396694
0.07873069,1.158734,-0.1095227,0.5082896,-0.4741329,-0.4748047,0.5398151
0.07903682,1.158676,-0.1110791,0.5057734,-0.468625,-0.4831146,0.5396149
0.07971707,1.158811,-0.1124477,0.5037978,-0.4635317,-0.4898952,0.5397489
0.07971707,1.158811,-0.1124477,0.5037978,-0.4635317,-0.4898952,0.5397489
0.08077117,1.158828,-0.1138936,0.5011087,-0.4578269,-0.498153,0.5395629
0.08077117,1.158828,-0.1138936,0.5011087,-0.4578269,-0.498153,0.5395629
0.08096244,1.157252,-0.1135248,0.4992442,-0.4572837,-0.500001,0.5400425
0.08142522,1.157219,-0.1142123,0.4970918,-0.454566,-0.5050764,0.5395993
0.07840194,1.157436,-0.1159772,0.4917773,-0.4493996,-0.5165771,0.5379065
0.07857596,1.157519,-0.1211501,0.5054274,-0.4282751,-0.5415719,0.5175167
0.07857596,1.157519,-0.1211501,0.5054274,-0.4282751,-0.5415719,0.5175167
0.07909141,1.15755,-0.1225645,0.5020103,-0.4246139,-0.5486088,0.5164466
0.07926878,1.157443,-0.123954,0.4971723,-0.4200918,-0.5569259,0.5159227
0.07926732,1.157356,-0.1255827,0.4918997,-0.414467,-0.5662799,0.5153435
0.07926732,1.157356,-0.1255827,0.4918997,-0.414467,-0.5662799,0.5153435
0.0791822,1.157277,-0.1264714,0.4891011,-0.4113963,-0.5713257,0.5148983
0.07893244,1.157132,-0.1294563,0.4811478,-0.4004301,-0.5869012,0.5135168
0.07893244,1.157132,-0.1294563,0.4811478,-0.4004301,-0.5869012,0.5135168
0.07911769,1.157235,-0.1316834,0.4777803,-0.3922964,-0.596288,0.5121232
0.07915032,1.157316,-0.1327774,0.4765635,-0.38882,-0.6006265,0.5108367
0.07861632,1.157477,-0.1346733,0.4739433,-0.3829853,-0.6092567,0.5074508
0.07840765,1.157627,-0.1366072,0.4724555,-0.3764457,-0.616955,0.5044214
0.07867812,1.157729,-0.1376189,0.4727455,-0.3728977,-0.6199687,0.5030883
0.07867812,1.157729,-0.1376189,0.4727455,-0.3728977,-0.6199687,0.5030883
0.07946054,1.158011,-0.1395665,0.4754222,-0.3665298,-0.6244195,0.49973
0.07955403,1.158376,-0.1414904,0.4794688,-0.362061,-0.6283018,0.494225
0.07959977,1.158537,-0.1424385,0.4819501,-0.3600987,-0.6300363,0.4910268
0.07990816,1.158934,-0.1444755,0.4881795,-0.3556627,-0.6325709,0.4848082
0.0809718,1.159298,-0.1464127,0.4972426,-0.3514091,-0.6326703,0.4785287
0.0809718,1.159298,-0.1464127,0.4972426,-0.3514091,-0.6326703,0.4785287
0.08215622,1.159753,-0.1480768,0.508267,-0.3488479,-0.6308656,0.471146
0.08271694,1.15998,-0.1486619,0.5139259,-0.3481856,-0.6295049,0.4673012
0.08642729,1.162035,-0.1514954,0.5310405,-0.3445282,-0.6257281,0.4558077
0.08578742,1.161196,-0.151966,0.5362015,-0.3432083,-0.6253662,0.4512353
0.08593656,1.161102,-0.1535729,0.5485207,-0.3419196,-0.6224282,0.4413605
0.0860415,1.16116,-0.1544921,0.5547906,-0.3411933,-0.6209208,0.4361788
0.086504,1.16125,-0.1566674,0.5679426,-0.339566,-0.617378,0.4254182
0.08690277,1.161321,-0.1578662,0.5749732,-0.3387594,-0.6151295,0.4198376
0.08472408,1.158197,-0.1579496,0.5831792,-0.3410469,-0.6105515,0.4132988
0.0916746,1.163795,-0.160867,0.6041819,-0.3368553,-0.601578,0.3994957
0.0916746,1.163795,-0.160867,0.6041819,-0.3368553,-0.601578,0.3994957
