N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
-0.02254313,1.089484,-0.1923672,0.4036352,-0.3237848,-0.6857144,0.5118964
-0.02254313,1.089484,-0.1923672,0.4036352,-0.3237848,-0.6857144,0.5118964
-0.02265896,1.089433,-0.1925512,0.403259,-0.3220088,-0.6870636,0.5115038
-0.02267668,1.089478,-0.192753,0.4030979,-0.3202997,-0.6882793,0.5110693
-0.02273947,1.089463,-0.1931097,0.403062,-0.3172287,-0.6903861,0.5101706
-0.02294096,1.089459,-0.1934411,0.4032678,-0.3148891,-0.6922885,0.5088777
-0.02294096,1.089459,-0.1934411,0.4032678,-0.3148891,-0.6922885,0.5088777
-0.02271223,1.089407,-0.193758,0.4049489,-0.3128198,-0.6935985,0.5070317
-0.02261499,1.089366,-0.1941803,0.4070317,-0.3119521,-0.6941671,0.5051171
-0.0225557,1.08945,-0.1944856,0.4084792,-0.3117275,-0.6943465,0.503839
-0.0225557,1.08945,-0.1944856,0.4084792,-0.3117275,-0.6943465,0.503839
-0.02247193,1.089475,-0.1947534,0.4100354,-0.3117965,-0.694298,0.5025976
-0.02707915,1.091649,-0.2019645,0.4378803,-0.2755968,-0.7356452,0.4371881
-0.02707915,1.091649,-0.2019645,0.4378803,-0.2755968,-0.7356452,0.4371881
-0.02770101,1.09283,-0.2040767,0.4424368,-0.2745411,-0.7365708,0.4316715
-0.02474954,1.091272,-0.2024456,0.4403762,-0.2905543,-0.7168302,0.4558525
-0.02452594,1.090718,-0.2026596,0.4452478,-0.2921228,-0.7152001,0.4526672
-0.02460568,1.090728,-0.2032492,0.4506699,-0.2935313,-0.7141328,0.4480517
-0.02460568,1.090728,-0.2032492,0.4506699,-0.2935313,-0.7141328,0.4480517
-0.02469934,1.090688,-0.2034965,0.4533648,-0.2943097,-0.7134941,0.4458345
-0.02468513,1.090629,-0.2037072,0.4562094,-0.2952352,-0.7126002,0.4437455
-0.02936528,1.08436,-0.200302,0.4502272,-0.2995968,-0.7120251,0.4478365
-0.02936528,1.08436,-0.200302,0.4502272,-0.2995968,-0.7120251,0.4478365
