NoseWrinklerR,CheekRaiserR,LidTightenerR,UpperLipRaiserR,EyesClosedR,UpperLidRaiserR
-1.0,-1.0,-1.0,-1.0,0.003893507,2.8771459999999996e-41
-1.0,-1.0,-1.0,-1.0,0.00394308,2.027819e-41
-1.0,-1.0,-1.0,-1.0,0.0008014647,1.4291839999999998e-41
-1.0,-1.0,-1.0,-1.0,0.0003996256,1.007253e-41
-1.0,-1.0,-1.0,-1.0,0.0003996256,1.007253e-41
-1.0,-1.0,-1.0,-1.0,0.0006782801,7.098977999999999e-42
-1.0,-1.0,-1.0,-1.0,0.0006782801,7.098977999999999e-42
-1.0,-1.0,-1.0,-1.0,0.0007510483,5.0026359999999995e-42
-1.0,-1.0,-1.0,-1.0,0.0007510483,5.0026359999999995e-42
-1.0,-1.0,-1.0,-1.0,0.001044589,3.525667e-42
-1.0,-1.0,-1.0,-1.0,0.03773197,2.485903e-42
-1.0,-1.0,-1.0,-1.0,0.03773197,2.485903e-42
-1.0,-1.0,-1.0,-1.0,0.06601371,1.751623e-42
-1.0,-1.0,-1.0,-1.0,0.06601371,1.751623e-42
-1.0,-1.0,-1.0,-1.0,0.05385866,1.234544e-42
-1.0,-1.0,-1.0,-1.0,0.0225231,8.68805e-43
-1.0,-1.0,-1.0,-1.0,0.0225231,8.68805e-43
-1.0,-1.0,-1.0,-1.0,0.0225231,8.68805e-43
-1.0,-1.0,-1.0,-1.0,0.01482432,6.1236740000000005e-43
-1.0,-1.0,-1.0,-1.0,0.005005543,4.315999e-43
-1.0,-1.0,-1.0,-1.0,9.488314e-06,3.0408180000000003e-43
-1.0,-1.0,-1.0,-1.0,9.488314e-06,3.0408180000000003e-43
-1.0,-1.0,-1.0,-1.0,0.0001313251,2.129974e-43
-1.0,-1.0,-1.0,-1.0,0.0001313251,2.129974e-43
-1.0,-1.0,-1.0,-1.0,0.00010179,1.513402e-43
-1.0,-1.0,-1.0,-1.0,0.00010179,1.513402e-43
-1.0,-1.0,-1.0,-1.0,6.467413e-05,1.064987e-43
-1.0,-1.0,-1.0,-1.0,6.485268e-05,7.567011999999999e-44
-1.0,-1.0,-1.0,-1.0,3.489388e-05,5.324934e-44
-1.0,-1.0,-1.0,-1.0,3.489388e-05,5.324934e-44
