x,y
-0.8513093,0.8007295
-0.8492183,0.7988257
-0.8553002,0.8012904
-0.8565829,0.7985823
-0.8651596,0.8027007
-0.867578,0.8025997
-0.8727099,0.8054233
-0.873761,0.8031314
-0.8818081,0.8050823
-0.8837484,0.8010909
-0.890784,0.8032984
-0.8894299,0.7993174
-0.8964723,0.8031706
-0.8972119,0.8006517
-0.9054376,0.8049392
-0.9045449,0.8023121
-0.9089744,0.8073458
-0.9052514,0.8063782
-0.9098337,0.8118998
-0.9088016,0.8110779
-0.9148387,0.8152527
-0.9115331,0.8109534
-0.9154679,0.8129035
-0.9101161,0.808211
-0.9113533,0.8114945
-0.9036416,0.8091265
-0.9020053,0.8118842
-0.8942699,0.8089583
-0.8889918,0.809801
-0.8799387,0.808526
-0.8653554,0.8071067
-0.8446457,0.8067971
-0.8259513,0.8082563
-0.803472,0.8098926
-0.7791291,0.8142624
-0.7542781,0.8274146
-0.7184803,0.8419966
-0.6540872,0.8328614
-0.5836325,0.8236594
-0.5023177,0.8128323
-0.4222528,0.8034087
-0.3419802,0.7980878
-0.2543876,0.7963576
-0.1572003,0.7984167
-0.05481797,0.7620189
0.0361325,0.7629549
0.1264478,0.7882925
0.2199258,0.8173035
0.3060338,0.8226383
0.3909027,0.8299665
0.4731061,0.8407561
0.5516732,0.8503248
0.6252692,0.8623245
0.6869841,0.8757259
0.7263067,0.8710496
0.7442605,0.8527173
0.7609884,0.8426019
0.7726719,0.8362873
0.7830316,0.8325129
0.7805418,0.8277828
0.7867543,0.8278127
0.7844154,0.8230863
0.782306,0.8169011
0.7799026,0.8102142
0.7772662,0.8024929
0.7777736,0.7946426
0.7827349,0.7874292
0.7689155,0.7531388
0.7561983,0.7138549
0.7458189,0.6706147
0.736531,0.6204291
0.7298374,0.5624141
0.7246079,0.5027524
0.7228352,0.4352949
0.7239917,0.3663823
0.7262468,0.2952717
0.7300773,0.2221029
0.7366602,0.151852
0.7351251,0.08806989
0.7278941,0.03945344
0.728467,0.007883378
0.7305191,-0.007850032
0.7307577,-0.007210574
0.7335814,-0.007923744
0.7363183,-0.01275375
0.7360035,-0.01615607
0.7383836,-0.01347229
0.7337088,-0.008479062
0.733798,-0.0008619364
0.7304903,0.002353523
0.7340706,0.003860492
0.7314906,0.007299772
0.7337391,0.008264947
0.7287409,0.007893805
0.7319856,0.00706346
0.7272598,0.005786402
0.7312866,0.003257168
0.7292682,0.0009808668
