x,y
-0.9171875,0.7851279
-0.9244096,0.7891334
-0.9241649,0.7854797
-0.9306538,0.7895743
-0.9277812,0.7868066
-0.9324654,0.7919221
-0.9308017,0.7901736
-0.9363922,0.794126
-0.9338295,0.7906643
-0.9394177,0.7944134
-0.936981,0.7911959
-0.9445948,0.7956698
-0.9422964,0.7931553
-0.9469787,0.797614
-0.9426056,0.7955453
-0.9451134,0.7994077
-0.9409519,0.7960659
-0.9455196,0.8001329
-0.9411738,0.7979183
-0.9423719,0.8028185
-0.9362886,0.8022511
-0.9373936,0.8060768
-0.9322287,0.8042838
-0.9338495,0.807098
-0.9271706,0.8028471
-0.9239538,0.8037819
-0.9157234,0.8022163
-0.9050448,0.8020464
-0.8928289,0.8017315
-0.8763344,0.8017735
-0.8565943,0.8016743
-0.8309001,0.8044832
-0.8032987,0.8108242
-0.7695263,0.8240449
-0.7379338,0.8516727
-0.6696756,0.851186
-0.5931692,0.8430977
-0.5084872,0.8349193
-0.4236845,0.8303022
-0.3310763,0.8309617
-0.2382292,0.8308012
-0.1406762,0.7981426
-0.04914912,0.7754282
0.03751125,0.7772521
0.1289606,0.801517
0.2307898,0.8471947
0.3212976,0.8532614
0.409264,0.8617603
0.493647,0.8711011
0.574333,0.8817709
0.6445125,0.8923615
0.7102104,0.9035967
0.7326628,0.8725467
0.7569588,0.8583528
0.7786557,0.849977
0.7938026,0.843511
0.8045437,0.8367358
0.8121926,0.8333919
0.8111807,0.8304308
0.8049223,0.8270642
0.7957678,0.8228097
0.7869256,0.8182644
0.7750058,0.814254
0.7652287,0.8115661
0.7567526,0.812773
0.7263014,0.7938666
0.6862193,0.7649188
0.6426813,0.7314259
0.5961656,0.6931975
0.5484605,0.6538393
0.4945572,0.6068635
0.4416744,0.5607397
0.385407,0.5090468
0.3305424,0.4560015
0.2757737,0.4008113
0.2184188,0.3512317
0.1601212,0.3067792
0.1035897,0.2700047
0.05113742,0.2433042
0.003625467,0.2259051
-0.03584746,0.2204344
-0.07108457,0.2173571
-0.1015869,0.2169232
-0.1276211,0.2126881
-0.1490403,0.2072741
-0.1662421,0.2015531
-0.1758533,0.1973193
-0.1784846,0.1948092
-0.1798574,0.192066
-0.175641,0.1916771
-0.1701656,0.189789
-0.1640654,0.1886024
-0.1560817,0.1854279
-0.1460805,0.1807784
-0.1339872,0.1751502
-0.1150182,0.1594733
-0.1036898,0.1526882
-0.09315403,0.1468849
-0.08478101,0.1425208
-0.07727779,0.1400601
-0.06896508,0.1322836
-0.06212065,0.1276366
