x,y
-1.009083,0.836306
-1.017287,0.8423762
-1.027903,0.8517398
-1.035344,0.8587419
-1.047516,0.8673822
-1.060916,0.8756279
-1.062971,0.8741369
-1.078939,0.8820438
-1.077747,0.8761763
-1.096576,0.8834562
-1.099972,0.878077
-1.12353,0.8907261
-1.123061,0.8863519
-1.139928,0.8957816
-1.136473,0.8892127
-1.137447,0.8871409
-1.119665,0.8751674
-1.103418,0.8659784
-1.089007,0.8590451
-1.075182,0.8534974
-1.061077,0.8468035
-1.046762,0.8408124
-1.027121,0.8343959
-1.004574,0.830265
-0.9786464,0.8256881
-0.953441,0.8222194
-0.9235713,0.8175925
-0.8941337,0.8145576
-0.8601537,0.8132975
-0.8269919,0.8139035
-0.792922,0.8183587
-0.7599671,0.829703
-0.7314005,0.8575263
-0.6625218,0.8440924
-0.5850453,0.8296571
-0.5076835,0.8168604
-0.4293976,0.8068348
-0.3472118,0.7988717
-0.2569299,0.7948917
-0.1687338,0.7927709
-0.07757197,0.7631645
0.006652307,0.7563395
0.09593139,0.7723365
0.1921324,0.8102608
0.2816496,0.8212046
0.3692223,0.8356145
0.4549137,0.8494411
0.5340637,0.8618566
0.6109604,0.8760935
0.6750264,0.8903161
0.7216746,0.8839968
0.7435505,0.8619577
0.7660832,0.8479087
0.784893,0.8380559
0.7974213,0.8305959
0.8086172,0.8247864
0.8071529,0.8164471
0.8093812,0.8127037
0.8075368,0.8058745
0.8041992,0.8000412
0.799319,0.7939128
0.7956179,0.786873
0.7935157,0.7797697
0.790426,0.7668803
0.7696195,0.7334848
0.7533386,0.6959508
0.7408959,0.6572962
0.732456,0.6196319
0.7266405,0.5806471
0.7227926,0.5401931
0.7207608,0.4947509
0.721485,0.4479081
0.72643,0.3957974
0.7297667,0.3443757
0.7372364,0.284629
0.7451913,0.2199059
0.7566172,0.149263
0.735472,0.0701916
0.7361384,-0.001692798
0.7494127,-0.07506001
0.7918186,-0.1530868
0.7955865,-0.2216701
0.7990857,-0.2848974
0.8028234,-0.3454179
0.8068417,-0.4041455
0.8141336,-0.4555655
0.8213264,-0.4968744
0.8263518,-0.5257559
0.8274269,-0.5379401
0.8257697,-0.5295424
0.8233345,-0.5111636
0.8209996,-0.4939269
0.818544,-0.4793448
0.8156242,-0.471261
0.8156508,-0.4672693
0.8129951,-0.4632508
0.8129288,-0.4677823
0.8084024,-0.4694026
0.8088885,-0.4773031
0.8057119,-0.4813384
0.8107157,-0.4878116
0.808583,-0.4882187
0.8123099,-0.4927821
0.8093585,-0.4927737
0.8156083,-0.4974951
0.8147,-0.4972233
0.8216933,-0.5012438
0.8202252,-0.4994621
0.825806,-0.5024521
0.8219317,-0.5006433
0.8255387,-0.5043807
0.823243,-0.5029113
0.8293771,-0.5052822
0.8272955,-0.5026082
0.8325034,-0.5054828
0.8295683,-0.5048078
