N-Vector3X,N-Vector3Y,N-Vector3Z,N-QuaternionX,N-QuaternionY,N-QuaternionZ,N-QuaternionW
0.001587152,1.033306,-0.09877825,0.6082647,-0.4971111,-0.4389147,0.4361748
0.001603246,1.033326,-0.09879649,0.6086276,-0.4970687,-0.4385761,0.4360577
0.001588464,1.033309,-0.09879714,0.6089411,-0.4970149,-0.4382921,0.4359667
0.001592517,1.033283,-0.09889418,0.6097049,-0.4967385,-0.4378062,0.4357025
0.001627088,1.033281,-0.0989573,0.6101328,-0.4965548,-0.437513,0.4356073
0.001656175,1.033286,-0.09911174,0.6109527,-0.4961634,-0.4370737,0.4353451
0.001690269,1.033283,-0.09918743,0.6117483,-0.495842,-0.436574,0.4350953
0.001690269,1.033283,-0.09918743,0.6117483,-0.495842,-0.436574,0.4350953
0.001733541,1.033287,-0.09925425,0.6125026,-0.4955531,-0.4360011,0.4349376
0.001793027,1.033275,-0.09930682,0.6132568,-0.4952667,-0.4354443,0.4347591
0.001710534,1.033252,-0.09932989,0.6136819,-0.4951327,-0.435229,0.4345272
0.001710534,1.033252,-0.09932989,0.6136819,-0.4951327,-0.435229,0.4345272
0.001550436,1.033269,-0.0993405,0.6138595,-0.4950794,-0.4351266,0.4344396
0.001525044,1.033281,-0.09932327,0.613939,-0.4949647,-0.4350199,0.4345647
0.001579165,1.033273,-0.0993138,0.6142699,-0.4946165,-0.4348018,0.434712
0.00161159,1.033229,-0.09944016,0.6146001,-0.4942118,-0.4347863,0.4347211
0.00161159,1.033229,-0.09944016,0.6146001,-0.4942118,-0.4347863,0.4347211
0.001594186,1.033177,-0.09961557,0.614899,-0.4938737,-0.4348524,0.4346164
0.001589656,1.033151,-0.09972,0.6151689,-0.4936193,-0.4348752,0.4345006
0.001613975,1.033167,-0.09979564,0.6154171,-0.4933922,-0.4347502,0.4345322
0.001613975,1.033167,-0.09979564,0.6154171,-0.4933922,-0.4347502,0.4345322
0.001570344,1.033197,-0.09977812,0.6154811,-0.4934214,-0.4345511,0.4346075
0.001502872,1.033204,-0.09960389,0.6153767,-0.4937183,-0.4342932,0.434676
0.001502872,1.033204,-0.09960389,0.6153767,-0.4937183,-0.4342932,0.434676
0.001428485,1.033187,-0.09931809,0.6150299,-0.4941776,-0.4338165,0.4351206
0.001355171,1.033184,-0.099114,0.6147159,-0.4945787,-0.4335262,0.435398
0.001236916,1.033215,-0.09854269,0.6140413,-0.4954907,-0.4327982,0.4360367
0.001176596,1.033253,-0.09830111,0.6136894,-0.4958744,-0.4324864,0.4364052
0.001131058,1.033289,-0.09813076,0.6133923,-0.4962774,-0.4321647,0.4366834
0.001088142,1.033354,-0.09782374,0.6128948,-0.4970613,-0.4313804,0.4372653
0.001042843,1.033363,-0.09753728,0.6124831,-0.4976779,-0.4308653,0.4376488
0.000916481,1.033406,-0.09681314,0.6115644,-0.4993273,-0.4295091,0.438387
0.0008109808,1.033444,-0.09649104,0.6110622,-0.5001916,-0.4288067,0.4387895
0.0005977154,1.033524,-0.09603167,0.6101546,-0.5018454,-0.4275098,0.4394292
0.0004961491,1.033547,-0.09571028,0.6096421,-0.5026853,-0.4268538,0.439818
0.0003564358,1.033606,-0.09503549,0.6086239,-0.504393,-0.4253169,0.4407609
0.0002573729,1.033674,-0.09449941,0.6077253,-0.5060193,-0.4237694,0.4416265
0.0002573729,1.033674,-0.09449941,0.6077253,-0.5060193,-0.4237694,0.4416265
9.846687E-05,1.033728,-0.09374076,0.6065287,-0.5081913,-0.4217804,0.4426803
9.846687E-05,1.033728,-0.09374076,0.6065287,-0.5081913,-0.4217804,0.4426803
-2.264977E-05,1.033762,-0.09329039,0.6057627,-0.5095626,-0.4205079,0.4433628
-0.0001132488,1.033771,-0.09312958,0.6053777,-0.5101494,-0.4200394,0.4436581
-0.0002336502,1.033794,-0.09283841,0.6048577,-0.511187,-0.4191084,0.4440532
-0.0002815723,1.033816,-0.09250087,0.6043456,-0.5119973,-0.4182173,0.4446565
-0.0004090071,1.033873,-0.09185261,0.6034535,-0.5132707,-0.4169976,0.4455447
-0.0004969835,1.033912,-0.0913471,0.6028471,-0.5141038,-0.4162127,0.4461388
-0.0004969835,1.033912,-0.0913471,0.6028471,-0.5141038,-0.4162127,0.4461388
